ddate,adult_carp_number
2011-02-01,85886.5776
2011-03-01,92095.7488
2011-04-01,85330.889
2011-05-01,19295.5014
2011-06-01,5515.312
2011-07-01,5595.1108
2011-08-01,15309.3836
2011-09-01,88270.7526
2011-10-01,51906.1942
2011-11-01,82723.3814
2011-12-01,68566.215
2012-01-01,17504.7786
2012-02-01,55933.6272
2012-03-01,80007.8434
2012-04-01,82757.5328
2012-05-01,10207.1072
2012-06-01,5564.7288
2012-07-01,5336.572
2012-08-01,45412.7568
2012-09-01,88380.4868
2012-10-01,84114.6946
2012-11-01,91188.8134
2012-12-01,71451.9186
2013-01-01,67882.5162
2013-02-01,74540.4094
2013-03-01,62972.2254
2013-04-01,80628.5156
2013-05-01,5677.0802
2013-06-01,6844.8936
2013-07-01,6706.8716
2013-08-01,39315.9496
2013-09-01,68071.6538
2013-10-01,77963.8914
2013-11-01,67896.5022
2013-12-01,60827.9624
