ddate,adult_carp_number
1999-09-01,19901.5876
1999-10-01,21402.6146
1999-11-01,17909.7326
1999-12-01,131801.0506
2000-01-01,47523.7232
2000-02-01,17097.864
2000-03-01,199555.9398
2000-04-01,72488.4938
2000-05-01,68954.3804
2000-06-01,16088.5088
2000-07-01,13565.6112
2000-08-01,48434.6476
2000-09-01,26526.8352
2000-10-01,38648.1164
2000-11-01,30534.2396
2000-12-01,26540.7598
2001-01-01,17313.726
2001-02-01,27888.5036
2001-03-01,18236.0622
2001-04-01,17075.1072
2001-05-01,15537.4488
2001-06-01,13408.4736
2001-07-01,13396.1088
2001-08-01,25391.6676
2001-09-01,17691.2006
2001-10-01,17229.8732
2001-11-01,18607.7226
2001-12-01,16294.0284
2002-01-01,4912.7794
2002-02-01,16904.7212
2002-03-01,19001.1214
2002-04-01,18632.5752
2002-05-01,13396.1088
2002-06-01,13408.4736
2002-07-01,13396.1088
2002-08-01,6734.4064
2002-09-01,13408.4736
2002-10-01,6669.5118
2002-11-01,4532.8568
2002-12-01,2853.8968
2003-01-01,4223.6716
2003-02-01,14075.9832
2003-03-01,14329.2982
2003-04-01,15578.9448
2003-05-01,2680.3968
2003-06-01,13408.4736
2003-07-01,13396.1088
2003-08-01,28546.4956
2003-09-01,18938.834
2003-10-01,19202.3832
2003-11-01,11986.9952
2003-12-01,11876.3348
2004-01-01,10974.8558
2004-02-01,8082.0074
2004-03-01,8342.8476
2004-04-01,2317.5708
2004-05-01,2226.9688
2004-06-01,7315.6904
2004-07-01,8875.1504
2004-08-01,10822.8528
2004-09-01,24193.4904
2004-10-01,14313.8282
2004-11-01,12586.5878
2004-12-01,17822.1694
2005-01-01,17097.864
2005-02-01,47552.9184
2005-03-01,12522.7968
2005-04-01,4142.4682
2005-05-01,1658.2702
2005-06-01,7573.8056
2005-07-01,7710.7508
2005-08-01,95658.3256
2005-09-01,48221.6676
2005-10-01,39947.6294
2005-11-01,24445.1526
2005-12-01,8056.7432
2006-01-01,11047.8136
2006-02-01,9024.9984
2006-03-01,8824.9294
2006-04-01,2077.113
2006-05-01,2194.7508
2006-06-01,1463.7576
2006-07-01,7315.6904
2006-08-01,18930.8708
2006-09-01,8063.8376
2006-10-01,1617.8268
2006-11-01,2183.599
2006-12-01,1720.5324
2007-01-01,8035.988
2007-02-01,8138.7516
2007-03-01,8015.8998
2007-04-01,8038.3896
2007-05-01,7730.4724
2007-06-01,7561.4408
2007-07-01,7573.8056
2007-08-01,7561.4408
2007-09-01,1515.452
2007-10-01,1607.9042
2007-11-01,8004.1426
2007-12-01,12629.0852
2008-01-01,30002.0012
2008-02-01,15415.4704
2008-03-01,16580.947
2008-04-01,10452.242
2008-05-01,2466.4748
2008-06-01,7674.0344
2008-07-01,7561.4408
2008-08-01,7733.0696
2008-09-01,19869.42
2008-10-01,7927.7208
2008-11-01,9496.0318
2008-12-01,9496.0318
2009-01-01,8398.0288
2009-02-01,8382.4452
2009-03-01,18158.718
2009-04-01,9007.9536
2009-05-01,6753.7576
2009-06-01,7573.8056
2009-07-01,7561.4408
2009-08-01,9474.1664
2009-09-01,8255.9496
2009-10-01,8306.4262
2009-11-01,8309.3804
2009-12-01,8070.4802
2010-01-01,8098.5296
2010-02-01,65701.4398
2010-03-01,59661.9212
2010-04-01,40048.5346
2010-05-01,29155.8442
2010-06-01,7573.8056
2010-07-01,9072.845
2010-08-01,51825.9958
2010-09-01,38417.0304
2010-10-01,92729.1844
2010-11-01,87558.479
2010-12-01,66550.4626
2011-01-01,58729.0482
2011-02-01,34719.1234
2011-03-01,27821.4706
2011-04-01,45057.2292
2011-05-01,26828.2648
2011-06-01,10822.8528
2011-07-01,13408.4736
2011-08-01,28188.8904
2011-09-01,22294.0728
2011-10-01,21959.0442
2011-11-01,21902.4042
2011-12-01,18965.6802
2012-01-01,24642.4478
2012-02-01,17192.5404
2012-03-01,364107.0878
2012-04-01,220682.178
2012-05-01,22539.24
2012-06-01,13433.9276
2012-07-01,13749.618
2012-08-01,161313.786
2012-09-01,99580.2016
2012-10-01,69376.006
2012-11-01,25369.5824
2012-12-01,31168.1652
2013-01-01,23200.904
2013-02-01,21478.9932
2013-03-01,18538.574
2013-04-01,15651.6712
2013-05-01,14919.9668
2013-06-01,13408.4736
2013-07-01,16595.1576
2013-08-01,41445.9368
2013-09-01,18837.2368
2013-10-01,13914.8826
2013-11-01,14909.6214
2013-12-01,3797.3314
