zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_mod_no,aggregation_low_no,aggregation_switch
3,2000,2,8,31273.46,629216.31,851.21,,24.94,Moderate,25.63,Moderate,0,0,8,0
2,2000,2,8,162620.05,1831990.23,633.2,2693.93,24.79,Moderate,24.76,Moderate,0,2,659,0
1,2000,2,8,43824.87,574790.17,0,1166.17,24.59,Moderate,22.72,Optimum,0,0,187,0
4,2000,2,8,101698.27,968938.83,179.97,1718.71,24.62,Moderate,24.52,Moderate,0,0,308,0
5,2000,2,8,51821.06,869814.48,1389.29,452.49,24.51,Moderate,22.22,Optimum,0,0,29,0
6,2000,2,8,74437.81,1502330.91,2026.07,,24.9,Moderate,25.55,Moderate,0,0,3,0
7,2000,2,8,8412.32,61495.5,0.71,242.13,24.51,Moderate,24.58,Moderate,0,0,103,0
8,2000,2,8,99643.21,1468799.75,1244.57,959.39,24.34,Moderate,24.87,Moderate,0,0,246,0
8,2000,2,9,121256.26,1905001.97,1832.84,959.39,24.55,Moderate,24.66,Moderate,0,0,246,0
1,2000,2,9,40648.75,514113.07,0,1166.17,24.65,Moderate,23.46,Moderate,0,0,187,0
2,2000,2,9,150364.85,1602085.46,497.7,2693.93,24.57,Moderate,25.23,Moderate,0,2,659,0
7,2000,2,9,8407.56,61415,0.36,242.13,24.14,Moderate,25.61,Moderate,0,0,103,0
6,2000,2,9,194512.21,4576913.71,5294.29,,24.74,Moderate,27.96,Moderate,0,0,3,0
5,2000,2,9,98084.41,2350797.62,2778.58,452.49,24.12,Moderate,22.79,Optimum,0,0,29,0
4,2000,2,9,99818.3,1041915.26,368.21,1718.71,24.57,Moderate,24.57,Moderate,0,0,308,0
3,2000,2,9,33844.89,789543.53,921.2,,24.99,Moderate,27.6,Moderate,0,0,8,0
4,2000,3,10,89954.98,975802.54,355.56,1432.3,22.66,Optimum,22.65,Optimum,6,0,302,1
7,2000,3,10,7002.14,51107.29,0,201.78,22.56,Optimum,23.51,Moderate,0,0,103,0
1,2000,3,10,36077.61,465645.58,0,971.67,22.63,Optimum,21.23,Optimum,0,0,187,0
3,2000,3,10,27345.58,548652.87,744.3,,22.97,Optimum,24.36,Moderate,0,0,8,0
5,2000,3,10,59991.01,1037661.85,1662.15,377.09,22.54,Optimum,20.58,Optimum,0,0,29,0
6,2000,3,10,184211.42,4334533.84,5013.92,,22.96,Optimum,24.68,Moderate,0,0,3,0
2,2000,3,10,130555.26,1420338.19,453.39,2244.48,22.85,Optimum,23.13,Moderate,0,2,659,0
8,2000,3,10,65696.05,874137.69,565.44,799.32,22.37,Optimum,22.89,Optimum,2,0,244,1
3,2000,3,11,26442.51,531093.02,719.72,,23.47,Moderate,26.39,Moderate,0,0,8,0
4,2000,3,11,84579.28,899006.93,344.8,1432.3,23.08,Moderate,23.06,Moderate,0,6,308,0
2,2000,3,11,118971.9,1176125.68,243.03,2244.48,23.14,Moderate,23.46,Moderate,0,2,659,0
7,2000,3,11,7002.14,51107.29,0,201.78,22.73,Optimum,25.12,Moderate,0,0,103,0
1,2000,3,11,32070.36,367620.34,0,971.67,23.21,Moderate,23,Moderate,0,0,187,0
8,2000,3,11,75873.76,1079548.02,842.46,799.32,23.04,Moderate,23.19,Moderate,0,2,246,0
6,2000,3,11,166098.23,3908326.7,4520.91,,23.45,Moderate,26.19,Moderate,0,0,3,0
5,2000,3,11,23209.03,398801.63,545.72,377.09,22.92,Optimum,21.78,Optimum,0,0,29,0
7,2000,3,12,7092.89,52938.8,2.47,201.78,21.02,Optimum,22.84,Optimum,0,0,103,0
1,2000,3,12,31746.41,374029.11,0,971.67,21.21,Optimum,20.62,Optimum,0,0,187,0
8,2000,3,12,57223.8,703147.8,334.84,799.32,21.02,Optimum,21.5,Optimum,2,0,244,1
5,2000,3,12,66115.13,1139216.63,1796.34,377.09,21.11,Optimum,19.55,Optimum,0,0,29,0
4,2000,3,12,82115.34,859469.55,321.47,1432.3,21.19,Optimum,21.06,Optimum,6,0,302,1
3,2000,3,12,933.56,16456.27,25.41,,21.6,Optimum,24.53,Moderate,0,0,8,0
2,2000,3,12,122739.85,1179878.65,55.62,2244.48,21.27,Optimum,21.6,Optimum,2,0,657,1
6,2000,3,12,52413.65,1057831.32,1426.61,,21.84,Optimum,24.41,Moderate,0,0,3,0
8,2000,3,13,63183.41,829532.21,497.05,799.32,19.95,Optimum,20.47,Optimum,2,0,244,1
7,2000,3,13,7183.64,54770.3,4.94,201.78,20.12,Optimum,20.92,Optimum,0,0,103,0
6,2000,3,13,177692.28,4181136.96,4836.48,,20.6,Optimum,23.98,Moderate,0,0,3,0
2,2000,3,13,130635.18,1416953.33,492.21,2244.48,20.4,Optimum,20.46,Optimum,2,0,657,1
5,2000,3,13,86032.52,1479021.97,2406.71,377.09,20.11,Optimum,18.96,Moderate,0,0,29,0
4,2000,3,13,79155.3,761383.38,333.59,1432.3,20.27,Optimum,20.18,Optimum,6,0,302,1
3,2000,3,13,36680.48,859272.89,998.38,,20.77,Optimum,24.01,Moderate,0,0,8,0
1,2000,3,13,30674.44,366353.21,0,971.67,20.19,Optimum,19.45,Optimum,0,0,187,0
4,2000,4,14,97472.44,1006784.4,356.85,1718.71,19.54,Optimum,19.45,Optimum,3,0,305,1
1,2000,4,14,38761.04,443359.54,0,1166.17,19.52,Optimum,18.36,Moderate,0,0,187,0
8,2000,4,14,63220.27,733698.9,253.2,959.39,19.26,Optimum,19.63,Optimum,2,0,244,1
5,2000,4,14,61187.48,1043935.69,1625.26,452.49,19.33,Optimum,17.62,Moderate,0,0,29,0
6,2000,4,14,179346.31,4220056.75,4881.5,,20.11,Optimum,22.47,Optimum,0,0,3,0
2,2000,4,14,145876.21,1456835.83,293.55,2693.93,19.62,Optimum,19.54,Optimum,2,0,657,1
7,2000,4,14,8493.41,63163.71,2.47,242.13,19.28,Optimum,19.91,Optimum,0,0,103,0
3,2000,4,14,30403.82,611431.42,827.54,,20.21,Optimum,22.36,Optimum,0,0,8,0
1,2000,4,15,34460.26,412874.26,0,1166.17,18.93,Moderate,17.77,Moderate,0,0,187,0
2,2000,4,15,149517.51,1554826.3,392.66,2693.93,18.89,Moderate,18.87,Moderate,0,2,659,0
3,2000,4,15,35155.03,823559.97,956.86,,19.37,Optimum,21.28,Optimum,0,0,8,0
4,2000,4,15,96963.31,896758.36,293.41,1718.71,18.85,Moderate,19.01,Optimum,3,0,305,1
5,2000,4,15,50787.63,864045.91,1316.81,452.49,18.63,Moderate,16.88,Moderate,0,0,29,0
6,2000,4,15,173765.87,4088747.85,4729.61,,19.27,Optimum,21.42,Optimum,0,0,3,0
7,2000,4,15,8402.66,61332.2,0,242.13,18.51,Moderate,19.35,Optimum,0,0,103,0
8,2000,4,15,63890.05,747216.44,271.43,959.39,18.77,Moderate,18.64,Moderate,0,2,246,0
3,2000,4,16,32250.38,648906.48,877.8,,17.11,Moderate,20.12,Optimum,0,0,8,0
8,2000,4,16,84174.94,1163647.79,823.55,959.39,16.65,Moderate,17.07,Moderate,0,2,246,0
4,2000,4,16,92992,873649.02,372.97,1718.71,16.75,Moderate,16.67,Moderate,0,3,308,0
7,2000,4,16,7882.79,59098.75,0,242.13,16.71,Moderate,16.52,Moderate,0,0,103,0
2,2000,4,16,144601.57,1326404.36,331.85,2693.93,16.84,Moderate,16.78,Moderate,0,2,659,0
6,2000,4,16,181807.52,4277969.61,4948.49,,17.06,Moderate,20.09,Optimum,0,0,3,0
5,2000,4,16,70202.95,1134740,1823.58,452.49,16.76,Moderate,15.3,Poor,0,0,29,0
1,2000,4,16,33846.85,362114.19,0,1166.17,16.73,Moderate,14.82,Poor,0,0,187,0
5,2000,4,17,72686.51,518567.69,1902.9,452.49,15.94,Poor,14.41,Poor,0,0,29,0
6,2000,4,17,183540.18,4318739.43,4995.65,,16.17,Moderate,18.44,Moderate,0,0,3,0
7,2000,4,17,7551.78,54916.82,0.45,242.13,16.02,Moderate,15.22,Poor,0,0,103,0
3,2000,4,17,33947.76,797067.25,924,,16.15,Moderate,18.51,Moderate,0,0,8,0
4,2000,4,17,88223.11,815508.22,354.67,1718.71,15.83,Poor,15.67,Poor,0,0,308,0
1,2000,4,17,33846.85,362114.19,0,1166.17,15.64,Poor,14.51,Poor,0,0,187,0
8,2000,4,17,63552.91,710785.14,303.63,959.39,15.41,Poor,16.32,Moderate,0,2,246,0
2,2000,4,17,140521.98,1231216.41,331.45,2693.93,16.08,Moderate,15.96,Poor,0,0,659,0
3,2000,5,18,33102.74,777523,901,,16.11,Moderate,18.53,Moderate,0,0,8,0
4,2000,5,18,94769.18,896361.51,307.66,1718.71,15.52,Poor,15.59,Poor,0,0,308,0
1,2000,5,18,36106.07,395995.71,0,1166.17,15.48,Poor,15.61,Poor,0,0,187,0
8,2000,5,18,70062.31,653282.3,610.44,959.39,15.27,Poor,15.56,Poor,0,0,246,0
6,2000,5,18,172163.64,4051047,4686,,16.27,Moderate,18.09,Moderate,0,0,3,0
7,2000,5,18,11555.99,102483.66,0.89,242.13,15.36,Poor,15.5,Poor,0,0,103,0
5,2000,5,18,56022.48,404014.54,1397.74,452.49,15.31,Poor,14.85,Poor,0,0,29,0
2,2000,5,18,156248.31,1606468.04,374.9,2693.93,15.6,Poor,16.31,Moderate,0,2,659,0
7,2000,5,19,7225.66,51736.87,0.8,242.13,14.09,Poor,13.1,Poor,0,0,103,0
3,2000,5,19,39869.51,933624.36,1085.18,,14.43,Poor,16.98,Moderate,0,0,8,0
4,2000,5,19,92522.51,858437.15,367.36,1718.71,14.11,Poor,14.05,Poor,0,0,308,0
1,2000,5,19,33846.85,362114.19,0,1166.17,14.03,Poor,13.03,Poor,0,0,187,0
2,2000,5,19,149930.96,1434412.14,514.9,2693.93,14.28,Poor,14.41,Poor,0,0,659,0
8,2000,5,19,68498.27,655995.13,564.62,959.39,13.85,Poor,14.38,Poor,0,0,246,0
6,2000,5,19,186019.76,4377084.53,5063.14,,14.45,Poor,16.62,Moderate,0,0,3,0
5,2000,5,19,61905.59,444648.64,1574.41,452.49,14.09,Poor,13.13,Poor,0,0,29,0
6,2000,5,20,165337.16,3063454.36,4965.08,,13.29,Poor,15.07,Poor,0,0,3,0
2,2000,5,20,143176.43,1346551.48,451.1,2693.93,13.22,Poor,13,Poor,0,0,659,0
3,2000,5,20,30119.52,549660.82,904.49,,13.29,Poor,15.55,Poor,0,0,8,0
1,2000,5,20,33846.85,362114.19,0,1166.17,12.97,Poor,11.48,Poor,0,0,187,0
8,2000,5,20,61846.24,582700.2,364.86,959.39,12.83,Poor,13.4,Poor,0,0,246,0
4,2000,5,20,92285.4,853302.51,360.24,1718.71,13.04,Poor,12.95,Poor,0,0,308,0
5,2000,5,20,77291.19,550915.54,2036.44,452.49,13.1,Poor,11.88,Poor,0,0,29,0
7,2000,5,20,7222.66,51711.22,0.71,242.13,13.06,Poor,11.78,Poor,0,0,103,0
4,2000,5,21,90353.02,819980.54,332.75,1718.71,12.18,Poor,11.94,Poor,0,0,308,0
7,2000,5,21,7222.66,51711.22,0.71,242.13,12.21,Poor,10.38,Poor,0,0,103,0
6,2000,5,21,165456.05,3065657.05,4968.65,,12.34,Poor,13.08,Poor,0,0,3,0
8,2000,5,21,63667.42,616374.21,419.55,959.39,11.95,Poor,12.66,Poor,0,0,246,0
3,2000,5,21,28217.42,240903.15,847.37,,12.48,Poor,13.59,Poor,0,0,8,0
1,2000,5,21,33846.85,362114.19,0,1166.17,12.07,Poor,10.67,Poor,0,0,187,0
2,2000,5,21,141125.81,1330679.41,389.52,2693.93,12.34,Poor,12.11,Poor,0,0,659,0
5,2000,5,21,59363.8,427092.74,1498.08,452.49,12.21,Poor,11.03,Poor,0,0,29,0
1,2000,5,22,33846.85,362114.19,0,1166.17,11.08,Poor,9,Poor,0,0,187,0
8,2000,5,22,58104.66,567158.08,252.5,959.39,11.02,Poor,11.78,Poor,0,0,246,0
7,2000,5,22,7222.66,51711.22,0.71,242.13,11.26,Poor,8.37,Poor,0,0,103,0
6,2000,5,22,82727.86,708031.2,2484.32,,11.14,Poor,10.14,Poor,0,0,3,0
5,2000,5,22,14961.09,121986.24,171.53,452.49,11.33,Poor,9.49,Poor,0,0,29,0
4,2000,5,22,91352.34,834552.1,353.27,1718.71,11.12,Poor,10.77,Poor,0,0,308,0
3,2000,5,22,1844.49,15786.15,55.39,,11.32,Poor,10.65,Poor,0,0,8,0
2,2000,5,22,134254.36,1167497.13,183.17,2693.93,11.25,Poor,10.6,Poor,0,0,659,0
1,2000,6,23,33846.85,362114.19,0,1166.17,10.68,Poor,8.82,Poor,0,0,187,0
3,2000,6,23,16863.45,143629.45,506.41,,11.03,Poor,9.58,Poor,0,0,8,0
5,2000,6,23,50933.27,386299.94,1320.72,452.49,11,Poor,8.73,Poor,0,0,29,0
8,2000,6,23,60138.96,581929.33,313.59,959.39,10.63,Poor,11.34,Poor,0,0,246,0
7,2000,6,23,7217.9,51630.72,0.36,242.13,11.03,Poor,8.29,Poor,0,0,103,0
2,2000,6,23,138066.44,1194300.88,355.08,2693.93,11,Poor,10.34,Poor,0,0,659,0
4,2000,6,23,85204.02,733489.37,373.59,1718.71,10.83,Poor,10.58,Poor,0,0,308,0
6,2000,6,23,83855.39,717681.3,2518.18,,10.87,Poor,9.03,Poor,0,0,3,0
5,2000,6,24,65346.8,473561.94,1700.12,452.49,10.63,Poor,8.49,Poor,0,0,29,0
7,2000,6,24,7213,51547.92,0,242.13,10.68,Poor,8.98,Poor,0,0,103,0
2,2000,6,24,138149.73,1302637.47,527.73,2693.93,10.6,Poor,10.41,Poor,0,0,659,0
3,2000,6,24,31882.08,580913.82,957.42,,10.82,Poor,9.83,Poor,0,0,8,0
8,2000,6,24,63848.58,599837.25,424.99,959.39,10.26,Poor,10.99,Poor,0,0,246,0
1,2000,6,24,33324.29,356936,0,1166.17,10.31,Poor,9.2,Poor,0,0,187,0
6,2000,6,24,167711.12,3107440.29,5036.37,,10.74,Poor,9.16,Poor,0,0,3,0
4,2000,6,24,92556.81,849241.48,398.93,1718.71,10.47,Poor,10.24,Poor,0,0,308,0
3,2000,6,25,25934.04,221260.6,778.8,,10.99,Poor,9.95,Poor,0,0,8,0
6,2000,6,25,156411.43,2898073.68,4697.04,,11.04,Poor,9.29,Poor,0,0,3,0
2,2000,6,25,130991.55,1113444.48,312.77,2693.93,10.8,Poor,10.98,Poor,0,0,659,0
1,2000,6,25,33324.29,356936,0,1166.17,10.66,Poor,10.31,Poor,0,0,187,0
7,2000,6,25,7217.9,51630.72,0.36,242.13,10.66,Poor,10.34,Poor,0,0,103,0
5,2000,6,25,17297.25,136542.94,234.82,452.49,10.67,Poor,8.49,Poor,0,0,29,0
4,2000,6,25,92354.66,844722.21,362.32,1718.71,10.68,Poor,10.74,Poor,0,0,308,0
8,2000,6,25,58424.34,553413.6,262.1,959.39,10.55,Poor,10.77,Poor,0,0,246,0
4,2000,6,26,85760.83,608783.67,411.88,1718.71,9.93,Poor,9.82,Poor,0,0,308,0
2,2000,6,26,134435.78,1251729.95,416.2,2693.93,10.01,Poor,10.13,Poor,0,0,659,0
1,2000,6,26,37641.99,428817.14,0,1166.17,9.84,Poor,9.67,Poor,0,0,187,0
7,2000,6,26,7222.66,51711.22,0.71,242.13,10.07,Poor,9.58,Poor,0,0,103,0
6,2000,6,26,159008.83,2946199.68,4775.04,,10.32,Poor,8.9,Poor,0,0,3,0
3,2000,6,26,28525.11,243436.45,856.61,,10.23,Poor,9.5,Poor,0,0,8,0
5,2000,6,26,76948.13,573218.18,2077.35,452.49,10.06,Poor,7.94,Poor,0,0,29,0
8,2000,6,26,55115.01,525090.3,162.72,959.39,9.81,Poor,10.28,Poor,0,0,246,0
7,2000,7,27,6020.37,43117.21,0.71,201.78,10.38,Poor,9.67,Poor,0,0,103,0
6,2000,7,27,167219.95,3098339.54,5021.62,,10.61,Poor,9.14,Poor,0,0,3,0
5,2000,7,27,74632.92,533996.7,2022.67,377.09,10.47,Poor,7.87,Poor,0,0,29,0
1,2000,7,27,36100.25,416662.97,0,971.67,10.36,Poor,9.8,Poor,0,0,187,0
4,2000,7,27,76466.48,608253.9,560.98,1432.3,10.38,Poor,10.32,Poor,0,0,308,0
3,2000,7,27,32054.57,584109.88,962.6,,10.55,Poor,9.75,Poor,0,0,8,0
8,2000,7,27,51754.09,524165.04,310.79,799.32,10.28,Poor,10.53,Poor,0,0,246,0
2,2000,7,27,129188.68,1263362.55,492.83,2244.48,10.49,Poor,10.29,Poor,0,0,659,0
5,2000,7,28,69828.1,511054.2,1922.92,377.09,10.07,Poor,7.53,Poor,0,0,29,0
7,2000,7,28,6060.08,44817.92,3.63,201.78,10.1,Poor,8.56,Poor,0,0,103,0
6,2000,7,28,168401.1,3120224.53,5057.09,,10.15,Poor,9.1,Poor,0,0,3,0
4,2000,7,28,86236.63,833865.44,533.37,1432.3,10.06,Poor,10.04,Poor,0,0,308,0
8,2000,7,28,50075.11,473052.9,260.37,799.32,9.96,Poor,10.21,Poor,0,0,246,0
1,2000,7,28,32930.5,361222.57,0,971.67,10,Poor,8.9,Poor,0,0,187,0
2,2000,7,28,126412.55,1154209.63,200.4,2244.48,10.13,Poor,9.88,Poor,0,0,659,0
3,2000,7,28,29769.53,548307.77,893.98,,10.35,Poor,9.6,Poor,0,0,8,0
3,2000,7,29,33764.2,619532.82,1013.94,,10.33,Poor,9.36,Poor,0,0,8,0
5,2000,7,29,65024.91,469532.3,1742.39,377.09,10.21,Poor,7.57,Poor,0,0,29,0
2,2000,7,29,129572.76,1268618.22,480.12,2244.48,10.28,Poor,9.92,Poor,0,0,659,0
8,2000,7,29,55215.62,593328.67,414.74,799.32,10.11,Poor,10.31,Poor,0,0,246,0
4,2000,7,29,94169.05,896622.86,685.98,1432.3,10.18,Poor,10.22,Poor,0,0,308,0
7,2000,7,29,6099.65,46312.2,6.54,201.78,10.22,Poor,8.79,Poor,0,0,103,0
1,2000,7,29,31635.45,345839.71,0,971.67,10.16,Poor,9.14,Poor,0,0,187,0
6,2000,7,29,169360.14,3137994.13,5085.89,,10.34,Poor,8.85,Poor,0,0,3,0
8,2000,7,30,51159.35,519074.94,292.93,799.32,10.21,Poor,10.38,Poor,0,0,246,0
6,2000,7,30,161630.87,2994782.26,4853.78,,10.27,Poor,9.39,Poor,0,0,3,0
3,2000,7,30,27607.7,235253.6,829.06,,10.33,Poor,9.9,Poor,0,0,8,0
5,2000,7,30,59045.52,426336,1554.58,377.09,10.37,Poor,7.59,Poor,0,0,29,0
1,2000,7,30,33350.59,372286.03,0,971.67,10.22,Poor,9.3,Poor,0,0,187,0
7,2000,7,30,7501.65,62734.36,0.71,201.78,10.35,Poor,9.11,Poor,0,0,103,0
4,2000,7,30,87806.98,731214.23,664.34,1432.3,10.27,Poor,10.32,Poor,0,0,308,0
2,2000,7,30,111181.74,945070.61,341.03,2244.48,10.39,Poor,10.12,Poor,0,0,659,0
2,2000,7,31,125685.29,1228357.43,464.97,2244.48,10.63,Poor,10.48,Poor,0,0,659,0
8,2000,7,31,53962.54,572996.04,377.11,799.32,10.05,Poor,10.66,Poor,0,0,246,0
5,2000,7,31,76252.04,540892.1,2052.65,377.09,10.62,Poor,7.79,Poor,0,0,29,0
4,2000,7,31,82842.68,672631.33,710.18,1432.3,10.34,Poor,10.32,Poor,0,0,308,0
6,2000,7,31,187029.78,3465386.67,5616.51,,10.46,Poor,9.98,Poor,0,0,3,0
1,2000,7,31,36100.25,416662.97,0,971.67,10.15,Poor,10.11,Poor,0,0,187,0
7,2000,7,31,7496.89,62653.86,0.36,201.78,10.66,Poor,9.54,Poor,0,0,103,0
3,2000,7,31,32724.58,597928.73,982.72,,10.12,Poor,10.61,Poor,0,0,8,0
8,2000,8,32,54471.31,519581.25,143.39,959.39,11.32,Poor,11.53,Poor,0,0,246,0
3,2000,8,32,26561.75,226732.95,797.65,,11.57,Poor,11.63,Poor,0,0,8,0
7,2000,8,32,11229.89,97865.64,0,242.13,11.36,Poor,10.66,Poor,0,0,103,0
6,2000,8,32,93514.73,800351.25,2808.25,,11.48,Poor,10.95,Poor,0,0,3,0
1,2000,8,32,43838.08,516553.84,0,1166.17,11.38,Poor,10.89,Poor,0,0,187,0
2,2000,8,32,164668.91,1549997.6,232.5,2693.93,11.49,Poor,11.17,Poor,0,0,659,0
5,2000,8,32,33261.27,246804.94,714.22,452.49,11.31,Poor,8.18,Poor,0,0,29,0
4,2000,8,32,92820.99,815853.71,253.66,1718.71,11.4,Poor,11.38,Poor,0,0,308,0
4,2000,8,33,94101.33,829108.02,255.55,1718.71,11.01,Poor,11.14,Poor,0,0,308,0
8,2000,8,33,51653.12,495461.7,58.76,959.39,10.8,Poor,11.03,Poor,0,0,246,0
5,2000,8,33,28745.45,215614.64,578.61,452.49,10.87,Poor,8.16,Poor,0,0,29,0
1,2000,8,33,43838.08,516553.84,0,1166.17,10.98,Poor,10.79,Poor,0,0,187,0
2,2000,8,33,149777.56,1370282.63,178.94,2693.93,11.09,Poor,10.92,Poor,0,0,659,0
7,2000,8,33,11116.86,96613.09,0,242.13,11.19,Poor,10.46,Poor,0,0,103,0
3,2000,8,33,26355.29,225563.25,791.45,,11.4,Poor,10.41,Poor,0,0,8,0
6,2000,8,33,67604,578592.75,2030.15,,11.76,Poor,10,Poor,0,0,3,0
6,2000,8,34,135207.66,2505198.93,4060.29,,12.38,Poor,10.25,Poor,0,0,3,0
5,2000,8,34,10432.5,98299.46,44.82,452.49,12.22,Poor,8.68,Poor,0,0,29,0
8,2000,8,34,53565.53,541350.69,116.19,959.39,11.89,Poor,12.26,Poor,0,0,246,0
7,2000,8,34,11236.55,97911.64,0.2,242.13,12.36,Poor,11.59,Poor,0,0,103,0
4,2000,8,34,106376.5,1015617.06,444.21,1718.71,12.08,Poor,12.13,Poor,0,0,308,0
3,2000,8,34,26932.7,229807.75,808.79,,12.38,Poor,10.97,Poor,0,0,8,0
2,2000,8,34,156937.37,1432934.18,366.68,2693.93,12.19,Poor,12,Poor,0,0,659,0
1,2000,8,34,55281.05,604661.45,330.64,1166.17,11.94,Poor,11.7,Poor,0,0,187,0
7,2000,8,35,11243.21,97957.64,0.4,242.13,13.19,Poor,12.29,Poor,0,0,103,0
2,2000,8,35,164120.5,1628118.12,470.62,2693.93,13.26,Poor,12.65,Poor,0,0,659,0
4,2000,8,35,100779.31,951173.47,470.4,1718.71,13.17,Poor,13.25,Poor,0,0,308,0
8,2000,8,35,54526.58,549575.79,145.05,959.39,13.09,Poor,13.21,Poor,0,0,246,0
3,2000,8,35,30683.94,558714.16,921.44,,13.3,Poor,11.84,Poor,0,0,8,0
6,2000,8,35,181727.42,3367141.76,5457.28,,13.28,Poor,11.07,Poor,0,0,3,0
5,2000,8,35,19535.97,180539.09,313.77,452.49,13.13,Poor,9.2,Poor,0,0,29,0
1,2000,8,35,68359.05,711702.33,681.94,1166.17,13.08,Poor,12.33,Poor,0,0,187,0
3,2000,9,36,30653.97,558158.86,920.54,,14.15,Poor,13.07,Poor,0,0,8,0
5,2000,9,36,7582.32,90375.52,0.27,377.09,14.13,Poor,9.8,Poor,0,0,29,0
6,2000,9,36,171294.87,3173841.83,5143.99,,14.14,Poor,12.19,Poor,0,0,3,0
4,2000,9,36,90923.61,806520.41,367.64,1432.3,14.08,Poor,14.11,Poor,0,0,308,0
2,2000,9,36,138877.74,1382866.81,431.01,2244.48,14.16,Poor,13.52,Poor,0,0,659,0
7,2000,9,36,9364.59,81596.17,0.2,201.78,14.12,Poor,12.95,Poor,0,0,103,0
8,2000,9,36,45271.24,431938.8,116.11,799.32,14.02,Poor,14.15,Poor,0,0,246,0
1,2000,9,36,76914.07,1040232.58,1193.26,971.67,14.06,Poor,13.06,Poor,0,0,187,0
5,2000,9,37,74318.42,535747.52,2003.15,377.09,15.05,Poor,11.14,Poor,0,0,29,0
1,2000,9,37,78440.89,1090317.24,1247.91,971.67,14.98,Poor,13.65,Poor,0,0,187,0
4,2000,9,37,97818.55,962347.84,506.98,1432.3,15,Poor,15.01,Poor,0,0,308,0
7,2000,9,37,9357.93,81550.17,0,201.78,15.04,Poor,13.56,Poor,0,0,103,0
2,2000,9,37,137455.51,1357253.22,504.15,2244.48,15.09,Poor,14.25,Poor,0,0,659,0
6,2000,9,37,187000.81,3464849.88,5615.64,,15.05,Poor,15,Poor,0,0,3,0
3,2000,9,37,34162.14,624564.62,1025.89,,15.05,Poor,15.62,Poor,0,0,8,0
8,2000,9,37,45110.74,430565.1,111.29,799.32,14.94,Poor,15.06,Poor,0,0,246,0
2,2000,9,38,135849.84,1364889.38,530.05,2244.48,16.09,Moderate,15.64,Poor,0,97.5,659,0
5,2000,9,38,87903.04,621364.5,2402.53,377.09,16.03,Moderate,13.52,Poor,0,0,29,0
3,2000,9,38,36608.46,854114.09,996.42,,16.03,Moderate,19.15,Optimum,0,0,8,0
1,2000,9,38,78023.29,1074262.7,1258.95,971.67,15.97,Poor,14.85,Poor,0,0,187,0
8,2000,9,38,49122.5,530534.48,152.6,799.32,15.93,Poor,16.07,Moderate,0,0,246,0
4,2000,9,38,103862.17,1163526.22,644.69,1432.3,16,Poor,16.01,Moderate,0,132,308,0
7,2000,9,38,9263.95,80508.77,0,201.78,16.03,Moderate,14.74,Poor,0,0,103,0
6,2000,9,38,200820.11,4725339.71,5465.98,,16.04,Moderate,18.66,Moderate,0,0,3,0
7,2000,9,39,8758.79,76148.75,0.36,201.78,17.06,Moderate,16.36,Moderate,0,0,103,0
1,2000,9,39,66428.91,910550.3,875.17,971.67,17.01,Moderate,16.68,Moderate,0,0,187,0
5,2000,9,39,81992.96,580544.1,2225.05,377.09,17.06,Moderate,15.15,Poor,0,0,29,0
6,2000,9,39,202565.99,4766420.75,5513.5,,17.06,Moderate,19.68,Optimum,0,0,3,0
3,2000,9,39,38839.32,910039.28,1057.14,,17.05,Moderate,20.41,Optimum,0,0,8,0
8,2000,9,39,49595.46,550011.77,127.21,799.32,16.95,Moderate,17.11,Moderate,0,0,246,0
4,2000,9,39,97966.88,1199992.86,398.69,1432.3,17.04,Moderate,17.08,Moderate,0,173.5,308,0
2,2000,9,39,142610.57,1661620.69,485.54,2244.48,17.15,Moderate,17.29,Moderate,0,273.5,659,0
5,2000,10,40,76601.22,546149.94,2015.72,452.49,18.05,Moderate,15.23,Poor,0,0,29,0
2,2000,10,40,164699.53,1856916.63,504.16,2693.93,18.18,Moderate,17.47,Moderate,0,2,659,0
3,2000,10,40,37273.46,869761.54,1014.52,,18.32,Moderate,20.64,Optimum,0,0,8,0
4,2000,10,40,120820.04,1493333.77,500.23,1718.71,18.15,Moderate,18.15,Moderate,0,177.5,308,0
1,2000,10,40,46869.69,574382.97,91.37,1166.17,18.1,Moderate,15.91,Poor,0,0,187,0
6,2000,10,40,202482.59,4764458.34,5511.23,,18.01,Moderate,20.17,Optimum,0,0,3,0
7,2000,10,40,9504.45,81033.79,0.71,242.13,18.07,Moderate,15.79,Poor,0,0,103,0
8,2000,10,40,57456.51,617372.37,96.32,959.39,18.11,Moderate,18.22,Moderate,0,0,246,0
4,2000,10,41,117340.96,1397366.45,492.93,1718.71,18.19,Moderate,18.07,Moderate,0,1,308,0
7,2000,10,41,9757.82,85080.49,0.36,242.13,18.36,Moderate,16.3,Moderate,0,0,103,0
3,2000,10,41,37714.71,883576.94,1026.53,,18.14,Moderate,19.59,Optimum,0,0,8,0
1,2000,10,41,44766.32,538035.04,34.12,1166.17,18.07,Moderate,16.56,Moderate,0,0,187,0
5,2000,10,41,70532.96,504237.04,1833.49,452.49,18.59,Moderate,15.6,Poor,0,0,29,0
