zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_mod_no,aggregation_low_no,aggregation_switch
6,2014,6,26,0,0,0,,11.27,Poor,10.33,Poor,0,0,3,0
2,2014,6,26,100764.16,848394.13,69.38,2244.48,11.26,Poor,10.84,Poor,0,0,659,0
4,2014,6,26,63506.15,430995.54,124.77,1432.3,11.23,Poor,11.23,Poor,0,0,308,0
5,2014,6,26,48138.11,350999.5,1227.03,377.09,10.9,Poor,8.92,Poor,0,0,29,0
3,2014,6,26,15994.66,136891.2,480.32,,11.94,Poor,10.57,Poor,0,0,8,0
1,2014,6,26,31090.73,321668.38,86.78,971.67,11.14,Poor,9.9,Poor,0,0,187,0
8,2014,6,26,42801.71,410803.2,41.95,799.32,11.02,Poor,11.11,Poor,0,0,246,0
1,2014,6,27,29638.24,311825.06,43.39,971.67,9.99,Poor,8.8,Poor,0,0,187,0
4,2014,6,27,60727.83,403595.98,76.76,1432.3,10.05,Poor,9.96,Poor,0,0,308,0
5,2014,6,27,25917.38,207767,604.28,377.09,10.03,Poor,8.27,Poor,0,0,29,0
8,2014,6,27,43268.58,414798.9,55.97,799.32,9.95,Poor,10.21,Poor,0,0,246,0
3,2014,6,27,27544.43,235740.6,827.16,,10.58,Poor,9.83,Poor,0,0,8,0
6,2014,6,27,0,0,0,,10.24,Poor,9.42,Poor,0,0,3,0
7,2014,6,27,8106.96,67688.07,0,201.78,9.93,Poor,8.85,Poor,0,0,103,0
2,2014,6,27,97728.95,818051.23,19.17,2244.48,10.09,Poor,9.78,Poor,0,0,659,0
3,2014,7,28,22996.98,196554.8,690.6,,10.36,Poor,9.33,Poor,0,0,8,0
8,2014,7,28,33380.02,283510.2,58.1,799.32,9.93,Poor,10.29,Poor,0,0,246,0
6,2014,7,28,0,0,0,,10.36,Poor,8.89,Poor,0,0,3,0
4,2014,7,28,58618.27,378833.25,25.67,1432.3,10.02,Poor,9.9,Poor,0,0,308,0
5,2014,7,28,32781.51,255176.9,810.41,377.09,10.1,Poor,7.97,Poor,0,0,29,0
7,2014,7,28,7491.99,62571.06,0,201.78,10.01,Poor,9,Poor,0,0,103,0
2,2014,7,28,99145.42,840856.61,9.59,2244.48,10.09,Poor,9.76,Poor,0,0,659,0
1,2014,7,28,28193.35,301845.36,0,971.67,9.98,Poor,8.72,Poor,0,0,187,0
1,2014,7,29,28193.35,301845.36,0,971.67,9.07,Poor,8.72,Poor,0,0,187,0
6,2014,7,29,0,0,0,,9.75,Poor,8.4,Poor,0,0,3,0
8,2014,7,29,32927.14,279634.2,44.5,799.32,9.02,Poor,9.67,Poor,0,0,246,0
4,2014,7,29,59825.37,390372.26,53.69,1432.3,9.15,Poor,9.04,Poor,0,0,308,0
3,2014,7,29,24106.2,205781.95,723.91,,9.45,Poor,8.92,Poor,0,0,8,0
2,2014,7,29,99575.33,842154.96,2.93,2244.48,9.28,Poor,9.58,Poor,0,0,659,0
7,2014,7,29,9362.83,81632.97,0.36,201.78,9.24,Poor,9.02,Poor,0,0,103,0
5,2014,7,29,55135.14,409571.3,1481.69,377.09,9.28,Poor,7.69,Poor,0,0,29,0
2,2014,7,30,102637.39,884289.91,5.86,2244.48,9.91,Poor,9.98,Poor,0,0,659,0
1,2014,7,30,31635.45,345839.71,0,971.67,9.72,Poor,9.68,Poor,0,0,187,0
5,2014,7,30,30256.01,227489.5,690.03,377.09,9.93,Poor,7.89,Poor,0,0,29,0
4,2014,7,30,63329.19,414572.86,158.91,1432.3,9.79,Poor,9.63,Poor,0,0,308,0
3,2014,7,30,30758.54,568037.48,923.68,,9.98,Poor,9.5,Poor,0,0,8,0
6,2014,7,30,0,0,0,,10.42,Poor,8.96,Poor,0,0,3,0
8,2014,7,30,33800.01,290493.35,48.99,799.32,9.66,Poor,10.33,Poor,0,0,246,0
7,2014,7,30,9367.59,81713.47,0.71,201.78,9.86,Poor,9.65,Poor,0,0,103,0
8,2014,7,31,33378.1,286882.4,36.32,799.32,11.65,Poor,11.79,Poor,0,0,246,0
5,2014,7,31,66951.35,476653.1,1773.35,377.09,11.67,Poor,8.29,Poor,0,0,29,0
6,2014,7,31,0,0,0,,11.52,Poor,10,Poor,0,0,3,0
3,2014,7,31,29429.87,545292.26,883.78,,12.08,Poor,10.52,Poor,0,0,8,0
2,2014,7,31,105765.78,921197.71,17.52,2244.48,11.79,Poor,10.87,Poor,0,0,659,0
7,2014,7,31,8111.86,67770.87,0.36,201.78,11.71,Poor,10.26,Poor,0,0,103,0
1,2014,7,31,28193.35,301845.36,0,971.67,11.7,Poor,10.42,Poor,0,0,187,0
4,2014,7,31,59481.38,387996.36,43.36,1432.3,11.77,Poor,11.68,Poor,0,0,308,0
7,2014,8,32,7575.59,63056.1,0,201.78,9.76,Poor,9.17,Poor,0,0,103,0
6,2014,8,32,0,0,0,,10.41,Poor,10.55,Poor,0,0,3,0
1,2014,8,32,27758.02,297531.54,0,971.67,9.54,Poor,8.73,Poor,0,0,187,0
8,2014,8,32,33201.54,281982.6,52.74,799.32,9.53,Poor,10.2,Poor,0,0,246,0
3,2014,8,32,28187.12,241241.1,846.46,,10.01,Poor,10.96,Poor,0,0,8,0
2,2014,8,32,99860.92,848888.76,5.86,2244.48,9.7,Poor,10.03,Poor,0,0,659,0
4,2014,8,32,61373.15,401062.66,100.17,1432.3,9.63,Poor,9.46,Poor,0,0,308,0
5,2014,8,32,64367.9,464994.4,1722.66,377.09,9.8,Poor,7.76,Poor,0,0,29,0
5,2014,8,33,57934.41,426872.42,1529.78,377.09,10.3,Poor,7.94,Poor,0,0,29,0
2,2014,8,33,104098.51,894423.81,27.71,2244.48,10.27,Poor,10.17,Poor,0,0,659,0
7,2014,8,33,7491.99,62571.06,0,201.78,10.23,Poor,9.55,Poor,0,0,103,0
6,2014,8,33,378.95,3243.3,11.38,,11.03,Poor,10.24,Poor,0,0,3,0
3,2014,8,33,28105.53,240276.65,844.01,,10.13,Poor,10.6,Poor,0,0,8,0
8,2014,8,33,32144.26,272933.85,20.99,799.32,10.07,Poor,10.76,Poor,0,0,246,0
4,2014,8,33,61828.7,404239.86,113.85,1432.3,10.12,Poor,9.97,Poor,0,0,308,0
1,2014,8,33,28193.35,301845.36,0,971.67,10.06,Poor,9.48,Poor,0,0,187,0
3,2014,8,34,29990.64,551936.38,900.62,,11.85,Poor,12.58,Poor,0,0,8,0
4,2014,8,34,61139.74,396517.25,101.39,1432.3,11.82,Poor,11.7,Poor,0,0,308,0
7,2014,8,34,8106.96,67688.07,0,201.78,11.82,Poor,11.57,Poor,0,0,103,0
2,2014,8,34,106528.21,932191.06,11.65,2244.48,11.97,Poor,11.98,Poor,0,0,659,0
6,2014,8,34,757.58,6483.75,22.75,,12.34,Poor,11.98,Poor,0,0,3,0
8,2014,8,34,28711.73,128552.85,52.74,799.32,11.69,Poor,12.22,Poor,0,0,246,0
5,2014,8,34,63856.89,471416.52,1676.74,377.09,11.87,Poor,8.8,Poor,0,0,29,0
1,2014,8,34,35663.76,405167.57,0,971.67,11.76,Poor,11.6,Poor,0,0,187,0
4,2014,8,35,63276.18,423654.94,150.73,1432.3,12.94,Poor,12.84,Poor,0,0,308,0
6,2014,8,35,378.95,3243.3,11.38,,13.1,Poor,13.92,Poor,0,0,3,0
3,2014,8,35,31793.17,585334.59,954.75,,13.01,Poor,14.47,Poor,0,0,8,0
5,2014,8,35,59159.15,422833.1,1539.35,377.09,12.99,Poor,9.71,Poor,0,0,29,0
7,2014,8,35,7491.99,62571.06,0,201.78,12.92,Poor,11.79,Poor,0,0,103,0
1,2014,8,35,28193.35,301845.36,0,971.67,12.93,Poor,11.79,Poor,0,0,187,0
2,2014,8,35,100249.2,851570.56,17.52,2244.48,13.06,Poor,12.58,Poor,0,0,659,0
8,2014,8,35,28586.85,127484.1,48.99,799.32,12.84,Poor,13.16,Poor,0,0,246,0
7,2014,9,36,7496.89,62653.86,0.36,201.78,13.68,Poor,11.86,Poor,0,0,103,0
5,2014,9,36,59408.9,424558.1,1546.85,377.09,13.48,Poor,9.97,Poor,0,0,29,0
3,2014,9,36,33581.05,618461.32,1008.44,,13.53,Poor,14.21,Poor,0,0,8,0
1,2014,9,36,28193.35,301845.36,0,971.67,13.33,Poor,11.65,Poor,0,0,187,0
4,2014,9,36,64940.05,442652.19,167.83,1432.3,13.39,Poor,13.4,Poor,0,0,308,0
8,2014,9,36,31082.34,148842,123.93,799.32,13.25,Poor,13.64,Poor,0,0,246,0
6,2014,9,36,0,0,0,,13.65,Poor,13.66,Poor,0,0,3,0
2,2014,9,36,99860.92,848888.76,5.86,2244.48,13.49,Poor,12.91,Poor,0,0,659,0
6,2014,9,37,0,0,0,,14.72,Poor,15.58,Poor,0,0,3,0
5,2014,9,37,52047.26,373712,1325.78,377.09,14.87,Poor,11.33,Poor,0,0,29,0
8,2014,9,37,33986.44,173696.85,211.14,799.32,14.68,Poor,15.02,Poor,0,0,246,0
3,2014,9,37,36148.12,849181.41,983.89,,14.98,Poor,16.05,Moderate,0,0,8,0
7,2014,9,37,7501.65,62734.36,0.71,201.78,15.01,Poor,13.11,Poor,0,0,103,0
4,2014,9,37,60976.22,398960.16,88.25,1432.3,14.88,Poor,14.82,Poor,0,0,308,0
1,2014,9,37,35663.76,405167.57,0,971.67,14.79,Poor,13.11,Poor,0,0,187,0
2,2014,9,37,99161.05,838305.62,5.86,2244.48,14.99,Poor,14.11,Poor,0,0,659,0
3,2014,9,38,32314.3,651382.73,879.54,,14.53,Poor,16.27,Moderate,0,0,8,0
5,2014,9,38,53129.51,381187,1358.28,377.09,14.78,Poor,12.13,Poor,0,0,29,0
4,2014,9,38,59716.95,405427.74,10.98,1432.3,14.6,Poor,14.66,Poor,0,0,308,0
6,2014,9,38,0,0,0,,14.78,Poor,15.84,Poor,0,0,3,0
8,2014,9,38,33228.88,167213.1,188.39,799.32,14.41,Poor,14.96,Poor,0,0,246,0
1,2014,9,38,35664.92,412349.15,0,971.67,14.47,Poor,12.99,Poor,0,0,187,0
2,2014,9,38,101906.81,873298.36,14.67,2244.48,14.77,Poor,14.28,Poor,0,0,659,0
7,2014,9,38,7496.89,62653.86,0.36,201.78,15.08,Poor,13.04,Poor,0,0,103,0
8,2014,9,39,34937.15,241666.2,179.19,799.32,15.57,Poor,16.29,Moderate,0,0,246,0
6,2014,9,39,0,0,0,,16.39,Moderate,17.48,Moderate,0,0,3,0
7,2014,9,39,6010.71,42953.91,0,201.78,16.28,Moderate,14.18,Poor,0,0,103,0
2,2014,9,39,102733.59,891518.73,17.69,2244.48,16.17,Moderate,15.63,Poor,0,0,659,0
3,2014,9,39,35809.74,839827.86,974.68,,15.65,Poor,17.95,Moderate,0,0,8,0
4,2014,9,39,66712.35,485597.84,36.55,1432.3,15.88,Poor,16.01,Moderate,0,0,308,0
1,2014,9,39,35366.92,410548.27,0,971.67,15.73,Poor,14.05,Poor,0,0,187,0
5,2014,9,39,52942.37,379894.4,1352.66,377.09,15.96,Poor,13.19,Poor,0,0,29,0
3,2014,9,40,35369.23,829462.51,962.69,,17.59,Moderate,19.76,Optimum,0,0,8,0
8,2014,9,40,33640.92,231379.79,125.51,799.32,17.25,Moderate,17.66,Moderate,0,0,246,0
4,2014,9,40,67570.81,501556.22,18.28,1432.3,17.46,Moderate,17.35,Moderate,0,0,308,0
5,2014,9,40,53750.56,385476.5,1376.93,377.09,17.48,Moderate,14.49,Poor,0,0,29,0
1,2014,9,40,34868.87,427057.13,0,971.67,17.37,Moderate,15.59,Poor,0,0,187,0
6,2014,9,40,0,0,0,,17.55,Moderate,19.42,Optimum,0,0,3,0
2,2014,9,40,119606.68,1174256.79,20.54,2244.48,17.55,Moderate,17.03,Moderate,0,0,659,0
7,2014,9,40,6353.73,45806.57,0,201.78,17.57,Moderate,15.73,Poor,0,0,103,0
1,2014,10,41,35228.72,426490.34,0,971.67,19.13,Optimum,16.89,Moderate,0,0,187,0
7,2014,10,41,6586.34,49525.67,0,201.78,19.04,Optimum,17.3,Moderate,0,0,103,0
3,2014,10,41,35857.5,839220.96,975.98,,19.23,Optimum,20.22,Optimum,0,0,8,0
8,2014,10,41,29990.8,157711.74,26.16,799.32,19.06,Optimum,19.23,Optimum,0,0,246,0
4,2014,10,41,65946.62,475153.28,0,1432.3,19.14,Optimum,18.96,Moderate,0,0,308,0
6,2014,10,41,0,0,0,,18.91,Moderate,19.91,Optimum,0,0,3,0
5,2014,10,41,51541.38,873280.5,1370.94,377.09,19.19,Optimum,16.06,Moderate,0,0,29,0
2,2014,10,41,120740.08,1195677.55,17.52,2244.48,19.2,Optimum,18.26,Moderate,0,0,659,0
1,2014,10,42,36690.93,443365.9,0,971.67,18.06,Moderate,16.47,Moderate,0,0,187,0
4,2014,10,42,65454.21,460069.79,0,1432.3,18.09,Moderate,17.93,Moderate,0,0,308,0
2,2014,10,42,126956.73,1301548.63,24.74,2244.48,18.26,Moderate,18.29,Moderate,0,0,659,0
5,2014,10,42,59372.88,456093.17,1606.12,377.09,18.2,Moderate,15.74,Poor,0,0,29,0
7,2014,10,42,6573.78,49329.07,0.36,201.78,18.14,Moderate,16.35,Moderate,0,0,103,0
3,2014,10,42,36735.96,858157.53,999.89,,18.27,Moderate,19.62,Optimum,0,0,8,0
6,2014,10,42,835.47,16861.71,22.74,,18.77,Moderate,19.62,Optimum,0,0,3,0
8,2014,10,42,29990.8,157711.74,26.16,799.32,17.93,Moderate,18.67,Moderate,0,0,246,0
8,2014,10,43,31726.77,192747.62,73.41,799.32,22.39,Optimum,22.33,Optimum,0,0,246,0
3,2014,10,43,37895.84,885418.17,1031.46,,22.32,Optimum,22.27,Optimum,0,0,8,0
2,2014,10,43,122463.42,1209359.07,133.59,2244.48,22.67,Optimum,20.79,Optimum,0,0,659,0
1,2014,10,43,36565.88,462743.91,0,971.67,22.57,Optimum,19.63,Optimum,0,0,187,0
5,2014,10,43,58013.57,993528.4,1565.3,377.09,22.4,Optimum,17.9,Moderate,0,0,29,0
7,2014,10,43,7011.8,51270.59,0.71,201.78,22.25,Optimum,20.25,Optimum,0,0,103,0
4,2014,10,43,65507.48,461144.97,1.45,1432.3,22.56,Optimum,22.34,Optimum,0,0,308,0
6,2014,10,43,1670.94,33723.42,45.48,,21.85,Optimum,22.19,Optimum,0,0,3,0
6,2014,10,44,835.47,16861.71,22.74,,21.96,Optimum,22.19,Optimum,0,0,3,0
2,2014,10,44,120565.87,1167027.67,239.46,2244.48,22.56,Optimum,21.39,Optimum,0,0,659,0
8,2014,10,44,33473.75,228005.95,120.96,799.32,22.57,Optimum,22.58,Optimum,0,0,246,0
5,2014,10,44,40426.01,689042.19,1040.36,377.09,22.7,Optimum,18.85,Moderate,0,0,29,0
7,2014,10,44,7088.77,54378.29,6.37,201.78,22.55,Optimum,21.64,Optimum,0,0,103,0
4,2014,10,44,65560.76,462220.14,2.9,1432.3,22.79,Optimum,22.3,Optimum,0,0,308,0
3,2014,10,44,40688.81,947621.34,1107.48,,23.71,Moderate,22.3,Optimum,0,0,8,0
1,2014,10,44,35108.26,423027.57,0,971.67,22.71,Optimum,20.51,Optimum,0,0,187,0
2,2014,11,45,116338.92,1094132.91,124.41,2244.48,21.58,Optimum,21.48,Optimum,0,0,659,0
4,2014,11,45,66952.47,489076.77,1.45,1432.3,21.37,Optimum,21.11,Optimum,0,0,308,0
8,2014,11,45,31268.62,183501.12,60.94,799.32,20.94,Optimum,22.06,Optimum,0,0,246,0
3,2014,11,45,38229.81,893308.1,1040.55,,21.79,Optimum,22.12,Optimum,0,0,8,0
6,2014,11,45,0,0,0,,22.02,Optimum,21.95,Optimum,0,0,3,0
7,2014,11,45,7045.52,51840.99,3.19,201.78,21.47,Optimum,20.25,Optimum,0,0,103,0
5,2014,11,45,54863.01,947280.52,1496.29,377.09,21.43,Optimum,18.76,Moderate,0,0,29,0
1,2014,11,45,35825.75,434066.47,0,971.67,21.16,Optimum,19.78,Optimum,0,0,187,0
5,2014,11,46,54765.95,953628.45,1523.25,377.09,23.51,Moderate,21.54,Optimum,0,0,29,0
1,2014,11,46,35359.99,459460.39,0,971.67,23.37,Moderate,22.37,Optimum,0,0,187,0
7,2014,11,46,7002.14,51107.29,0,201.78,23.53,Moderate,23.22,Moderate,0,0,103,0
6,2014,11,46,0,0,0,,23.72,Moderate,23.3,Moderate,0,0,3,0
8,2014,11,46,29052.09,138766.42,0.61,799.32,23.18,Moderate,23.97,Moderate,0,0,246,0
4,2014,11,46,65454.21,460069.79,0,1432.3,23.57,Moderate,23.27,Moderate,0,0,308,0
3,2014,11,46,39063.07,910560.34,1063.23,,23.85,Moderate,23.63,Moderate,0,0,8,0
2,2014,11,46,117071.62,1112955.97,29.72,2244.48,23.73,Moderate,23.15,Moderate,0,0,659,0
5,2014,11,47,59529.67,1028141.3,1636.43,377.09,23.49,Moderate,21.23,Optimum,0,0,29,0
1,2014,11,47,35059.6,441860.18,0,971.67,23.34,Moderate,22.17,Optimum,0,0,187,0
8,2014,11,47,34456.89,310008.51,0.31,799.32,23.14,Moderate,24.04,Moderate,0,0,246,0
6,2014,11,47,0,0,0,,23.98,Moderate,23.26,Moderate,0,0,3,0
7,2014,11,47,7062.75,52157.43,1.82,201.78,23.45,Moderate,22.98,Optimum,0,0,103,0
2,2014,11,47,116697.23,1107076.34,19.53,2244.48,23.69,Moderate,23.36,Moderate,0,0,659,0
4,2014,11,47,66899.2,488001.59,0,1432.3,23.51,Moderate,23.22,Moderate,0,0,308,0
3,2014,11,47,40803.07,950764.18,1110.59,,23.87,Moderate,23.57,Moderate,0,0,8,0
1,2014,11,48,35209.87,444926.06,4.09,971.67,24.17,Moderate,23.57,Moderate,0,0,187,0
4,2014,11,48,65454.58,460077.21,0.01,1432.3,24.37,Moderate,24.09,Moderate,0,0,308,0
6,2014,11,48,0,0,0,,24.87,Moderate,23.87,Moderate,0,0,3,0
3,2014,11,48,36432.86,851189.28,991.64,,24.85,Moderate,24.02,Moderate,0,0,8,0
5,2014,11,48,36169.77,611645.42,972.69,377.09,24.35,Moderate,22.42,Optimum,0,0,29,0
7,2014,11,48,7122.69,53961.32,3.62,201.78,24.28,Moderate,24.55,Moderate,0,0,103,0
2,2014,11,48,116904.08,1110324.85,25.16,2244.48,24.54,Moderate,24.33,Moderate,0,0,659,0
8,2014,11,48,34469.39,310260.62,0.65,799.32,23.93,Moderate,24.82,Moderate,0,0,246,0
2,2014,12,49,110674.18,994335.62,6.87,2244.48,26.33,Moderate,25.32,Moderate,0,0,659,0
3,2014,12,49,34801.23,817149.59,947.23,,26.59,Moderate,26.02,Moderate,0,0,8,0
4,2014,12,49,65947.35,475168.11,0.02,1432.3,26.26,Moderate,25.98,Moderate,0,0,308,0
6,2014,12,49,0,0,0,,26.23,Moderate,25.43,Moderate,0,0,3,0
1,2014,12,49,29684.04,330188.49,8.19,971.67,26.17,Moderate,25.01,Moderate,0,0,187,0
5,2014,12,49,40242.69,685606.58,1031.64,377.09,26.15,Moderate,22.88,Optimum,0,0,29,0
8,2014,12,49,29077.44,139278.06,1.3,799.32,25.95,Moderate,26.32,Moderate,0,0,246,0
7,2014,12,49,7062.75,52157.43,1.82,201.78,26.06,Moderate,26.06,Moderate,0,0,103,0
5,2014,12,50,64500.08,1105922.23,1760.09,377.09,25.52,Moderate,22.17,Optimum,0,0,29,0
4,2014,12,50,66899.57,488009.01,0.01,1432.3,25.62,Moderate,25.39,Moderate,0,0,308,0
2,2014,12,50,111691.87,1010318.52,34.57,2244.48,25.76,Moderate,25.25,Moderate,0,0,659,0
7,2014,12,50,7002.14,51107.29,0,201.78,25.69,Moderate,24.83,Moderate,0,0,103,0
6,2014,12,50,0,0,0,,25.99,Moderate,25.46,Moderate,0,0,3,0
3,2014,12,50,36987.99,867213.13,1006.75,,26.08,Moderate,25.64,Moderate,0,0,8,0
1,2014,12,50,29504.14,335223.7,4.09,971.67,25.4,Moderate,24.01,Moderate,0,0,187,0
8,2014,12,50,29053.57,138796.08,0.65,799.32,25.15,Moderate,25.99,Moderate,0,0,246,0
4,2014,12,51,65954.7,475316.41,0.22,1432.3,25.84,Moderate,25.53,Moderate,0,0,308,0
6,2014,12,51,0,0,0,,26.35,Moderate,24.62,Moderate,0,0,3,0
3,2014,12,51,35922.17,839008.86,977.74,,26.3,Moderate,24.5,Moderate,0,0,8,0
5,2014,12,51,62791.74,1084664.22,1734.39,377.09,25.73,Moderate,21.97,Optimum,0,0,29,0
1,2014,12,51,34623.75,435544.94,0,971.67,25.63,Moderate,23.68,Moderate,0,0,187,0
8,2014,12,51,30507.36,168137.24,40.22,799.32,25.39,Moderate,26.33,Moderate,0,0,246,0
7,2014,12,51,7002.14,51107.29,0,201.78,25.87,Moderate,24.8,Moderate,0,0,103,0
2,2014,12,51,112140.53,1026189.6,34.29,2244.48,25.98,Moderate,25.55,Moderate,0,0,659,0
5,2014,12,52,57424.83,983327.04,1547.62,377.09,25.81,Moderate,22.9,Optimum,0,0,29,0
6,2014,12,52,0,0,0,,26.7,Moderate,25.24,Moderate,0,0,3,0
2,2014,12,52,114382.7,1075528.53,35.87,2244.48,26.12,Moderate,25.89,Moderate,0,0,659,0
8,2014,12,52,31985.42,197967.79,80.45,799.32,25.48,Moderate,26.52,Moderate,0,0,246,0
4,2014,12,52,65470.01,460388.64,0.43,1432.3,25.88,Moderate,25.58,Moderate,0,0,308,0
1,2014,12,52,35312.1,449772.35,0,971.67,25.73,Moderate,24.03,Moderate,0,0,187,0
7,2014,12,52,7002.14,51107.29,0,201.78,25.82,Moderate,25.58,Moderate,0,0,103,0
3,2014,12,52,35575.71,830856.62,968.31,,26.16,Moderate,25.55,Moderate,0,0,8,0
7,2015,12,1,7002.14,51107.29,0,201.78,25.83,Moderate,25.27,Moderate,0,0,103,0
3,2015,12,1,37731.24,883310.46,1026.98,,26.02,Moderate,25.97,Moderate,0,0,8,0
5,2015,12,1,56818.77,972825.64,1529.42,377.09,25.84,Moderate,22.71,Optimum,0,0,29,0
2,2015,12,1,122786.88,1238904.61,73.23,2244.48,26.21,Moderate,25.98,Moderate,0,0,659,0
4,2015,12,1,66900.66,489262.65,39.37,1432.3,25.88,Moderate,25.61,Moderate,0,0,308,0
1,2015,12,1,35312.1,449772.35,0,971.67,25.69,Moderate,23.78,Moderate,0,0,187,0
8,2015,12,1,30507.36,168137.24,40.22,799.32,25.44,Moderate,26.68,Moderate,0,0,246,0
6,2015,12,1,0,0,0,,27.01,Moderate,25.74,Moderate,0,0,3,0
6,2015,1,2,0,0,0,,27.59,Moderate,27.24,Moderate,0,0,3,0
2,2015,1,2,132273.92,1420140.44,134.17,2244.48,28.4,Poor,26.53,Moderate,0,0,659,0
3,2015,1,2,25041.98,503814.04,681.6,,28.62,Poor,27.45,Moderate,0,0,8,0
5,2015,1,2,37837.43,643929.87,959.41,377.09,28.04,Poor,24.5,Moderate,0,0,29,0
8,2015,1,2,28103.74,138314.1,0,799.32,27.93,Moderate,27.99,Moderate,0,0,246,0
1,2015,1,2,34033.07,433179.31,0,971.67,28.22,Poor,25.09,Moderate,0,0,187,0
4,2015,1,2,64906.66,443578.21,19.57,1432.3,28.31,Poor,28.06,Poor,0,0,308,0
7,2015,1,2,6443.97,44814.93,0,201.78,27.93,Moderate,27.71,Moderate,0,0,103,0
6,2015,1,3,0,0,0,,26.54,Moderate,25.31,Moderate,0,0,3,0
7,2015,1,3,8610.98,83577.58,43.79,201.78,25.46,Moderate,25.08,Moderate,0,0,103,0
2,2015,1,3,131845.34,1408328.35,96.59,2244.48,25.64,Moderate,25.61,Moderate,0,0,659,0
4,2015,1,3,69351.95,582965.63,0,1432.3,25.39,Moderate,25.21,Moderate,0,0,308,0
1,2015,1,3,35312.1,449772.35,0,971.67,25.15,Moderate,23.29,Moderate,0,0,187,0
3,2015,1,3,37945.81,888040.02,1032.82,,25.86,Moderate,25.39,Moderate,0,0,8,0
5,2015,1,3,57059.86,977003.12,1536.66,377.09,25.45,Moderate,22.74,Optimum,0,0,29,0
8,2015,1,3,29029.68,138314.1,0,799.32,24.97,Moderate,26.12,Moderate,0,0,246,0
3,2015,1,4,40205.31,936698.77,1094.32,,25.78,Moderate,26.56,Moderate,0,0,8,0
2,2015,1,4,132571.1,1403561.94,48.07,2244.48,26.29,Moderate,25.99,Moderate,0,0,659,0
4,2015,1,4,68255.22,524903.62,14.3,1432.3,25.89,Moderate,25.96,Moderate,0,0,308,0
7,2015,1,4,10219.83,116047.86,87.58,201.78,26.36,Moderate,25.1,Moderate,0,0,103,0
1,2015,1,4,34623.75,435544.94,0,971.67,25.53,Moderate,23.95,Moderate,0,0,187,0
8,2015,1,4,34445.5,309778.64,0,799.32,25.29,Moderate,26.55,Moderate,0,0,246,0
6,2015,1,4,0,0,0,,27.04,Moderate,26.22,Moderate,0,0,3,0
5,2015,1,4,51741.52,884850.45,1376.95,377.09,25.81,Moderate,22.93,Optimum,0,0,29,0
4,2015,1,5,67949.96,509208.49,28.6,1432.3,24.76,Moderate,24.81,Moderate,0,0,308,0
3,2015,1,5,31551.21,632492.73,858.77,,24.91,Moderate,25.13,Moderate,0,0,8,0
6,2015,1,5,0,0,0,,25.95,Moderate,24.77,Moderate,0,0,3,0
2,2015,1,5,122750.68,1216629.52,37.84,2244.48,25.11,Moderate,25.13,Moderate,0,0,659,0
1,2015,1,5,35312.1,449772.35,0,971.67,24.54,Moderate,23.05,Moderate,0,0,187,0
8,2015,1,5,34445.5,309778.64,0,799.32,24.15,Moderate,25.37,Moderate,0,0,246,0
5,2015,1,5,55867.88,956608.63,1504.08,377.09,24.81,Moderate,21.46,Optimum,0,0,29,0
7,2015,1,5,8610.98,83577.58,43.79,201.78,25.22,Moderate,24.23,Moderate,0,0,103,0
1,2015,2,6,35059.6,441893.32,0,971.67,24.83,Moderate,22.92,Optimum,0,0,187,0
3,2015,2,6,37603.02,878528.11,1023.49,,24.67,Moderate,25.31,Moderate,0,0,8,0
7,2015,2,6,7002.14,51107.29,0,201.78,25.29,Moderate,23.73,Moderate,0,0,103,0
4,2015,2,6,67424.58,498605.04,14.3,1432.3,24.99,Moderate,24.99,Moderate,0,0,308,0
8,2015,2,6,35206.39,320316.08,0,799.32,24.45,Moderate,25.67,Moderate,0,0,246,0
5,2015,2,6,56385.32,981687.96,1571.88,377.09,25.15,Moderate,21.17,Optimum,0,0,29,0
6,2015,2,6,0,0,0,,26.23,Moderate,25,Moderate,0,0,3,0
2,2015,2,6,116458.65,1097097.63,24.1,2244.48,25.45,Moderate,25.29,Moderate,0,0,659,0
2,2015,2,7,114156.75,1069127.55,29.72,2244.48,27.47,Moderate,26.21,Moderate,0,0,659,0
1,2015,2,7,34502.18,434361.04,0,971.67,27.25,Moderate,25,Moderate,0,0,187,0
7,2015,2,7,6726.72,48424.91,0,201.78,27.1,Moderate,26.82,Moderate,0,0,103,0
6,2015,2,7,0,0,0,,26.81,Moderate,26.61,Moderate,0,0,3,0
8,2015,2,7,35287.59,321954.8,2.21,799.32,27.16,Moderate,27.45,Moderate,0,0,246,0
3,2015,2,7,34166.73,792372.8,929.96,,28.09,Poor,27.06,Moderate,0,0,8,0
4,2015,2,7,65804.59,475153.28,0,1432.3,27.48,Moderate,27.15,Moderate,0,0,308,0
5,2015,2,7,50522.28,870486.49,1361.56,377.09,27.01,Moderate,23.15,Moderate,0,0,29,0
5,2015,2,8,51394.99,895218.74,1422.02,377.09,26.71,Moderate,23.36,Moderate,0,0,29,0
8,2015,2,8,35368.78,323593.51,4.42,799.32,27.02,Moderate,27.05,Moderate,0,0,246,0
3,2015,2,8,34787.27,812028.45,946.85,,28.72,Poor,27.34,Moderate,0,0,8,0
