zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_low_no,aggregation_switch
1,2000,12,49,42499.25,516349.07,0,1123.47,21.28,Optimum,22.51,Optimum,0,140,0
1,2000,12,50,40880.52,531751.84,0,1123.47,22.82,Optimum,24.15,Moderate,0,140,0
1,2000,12,51,42539.32,540129.14,0,1123.47,23.2,Moderate,24.86,Moderate,0,140,0
1,2000,12,52,42539.32,540129.14,0,1123.47,20.8,Optimum,22.78,Optimum,0,140,0
2,2000,2,8,143965.45,1577960.74,589.12,2539.84,24.39,Moderate,24.77,Moderate,0,504,0
2,2000,2,9,136478.63,1438110.64,496.19,2539.84,24.87,Moderate,25.33,Moderate,0,504,0
2,2000,3,10,119029.35,1279363.6,411.73,2116.73,22.85,Optimum,23.23,Moderate,0,504,0
2,2000,3,11,99817.39,893660.88,34.51,2116.73,23.41,Moderate,23.61,Moderate,0,504,0
2,2000,3,12,111005.96,1036431.49,22.8,2116.73,21.31,Optimum,21.59,Optimum,0,504,0
2,2000,3,13,120760.24,1318824.34,492.21,2116.73,20.17,Optimum,20.47,Optimum,0,504,0
2,2000,4,14,137308.69,1381420.91,291.84,2539.84,19.23,Optimum,19.43,Optimum,0,504,0
2,2000,4,15,136041.93,1395882.35,383.9,2539.84,18.54,Moderate,18.83,Moderate,0,504,0
2,2000,4,16,135484.72,1345183.41,331.66,2539.84,16.4,Moderate,16.73,Moderate,0,504,0
2,2000,4,17,130387.4,1140568.04,303.38,2539.84,15.61,Poor,15.88,Poor,0,504,0
2,2000,5,18,147171.99,1530548.82,368.82,2539.84,16.2,Moderate,16.18,Moderate,0,504,0
2,2000,5,19,138833.75,1321298.57,514.9,2539.84,14.16,Poor,14.3,Poor,0,504,0
2,2000,5,20,130964.03,1223078.24,422.85,2539.84,12.56,Poor,12.94,Poor,0,504,0
2,2000,5,21,129756.57,1214839.06,386.59,2539.84,11.72,Poor,12.06,Poor,0,504,0
2,2000,5,22,122058.28,1040207.08,182.41,2539.84,10.18,Poor,10.54,Poor,0,504,0
2,2000,6,23,114135.51,972845.03,0,2539.84,9.98,Poor,10.26,Poor,0,504,0
2,2000,6,24,126042.97,1176273.32,527.73,2539.84,10.04,Poor,10.36,Poor,0,504,0
2,2000,6,25,118559.45,984833.23,303,2539.84,10.77,Poor,10.95,Poor,0,504,0
2,2000,6,26,121987.03,1122920.65,405.93,2539.84,9.91,Poor,10.11,Poor,0,504,0
2,2000,7,27,114568.34,1100589.32,492.83,2116.73,10.09,Poor,10.27,Poor,0,504,0
2,2000,7,28,115983.5,1054693.75,198.89,2116.73,9.58,Poor,9.84,Poor,0,504,0
2,2000,7,29,120819.54,1190667.06,480.12,2116.73,9.62,Poor,9.87,Poor,0,504,0
2,2000,7,30,103862.38,889439.4,318.18,2116.73,9.82,Poor,10.07,Poor,0,504,0
2,2000,7,31,110218.2,1055482.37,464.97,2116.73,10.22,Poor,10.42,Poor,0,504,0
2,2000,8,32,144685.91,1370568.93,0,2539.84,10.94,Poor,11.14,Poor,0,504,0
2,2000,8,33,131936.73,1209669.78,0,2539.84,10.68,Poor,10.89,Poor,0,504,0
2,2000,8,34,141831.42,1270307.98,357.89,2539.84,11.78,Poor,11.93,Poor,0,504,0
2,2000,8,35,152821.09,1526376.75,455.88,2539.84,12.43,Poor,12.61,Poor,0,504,0
2,2000,9,36,126573.33,1252948.04,414.22,2116.73,13.25,Poor,13.48,Poor,0,504,0
2,2000,9,37,125329.94,1227471.74,497.12,2116.73,13.91,Poor,14.23,Poor,0,504,0
2,2000,9,38,123027.75,1235307.57,530.05,2116.73,15.37,Poor,15.61,Poor,0,504,0
2,2000,9,39,133093.24,1560554.4,480.13,2116.73,17.11,Moderate,17.29,Moderate,0,504,0
2,2000,10,40,153652.66,1743447.35,503.45,2539.84,17.09,Moderate,17.46,Moderate,0,504,0
2,2000,10,41,139957.89,1512674.33,482.15,2539.84,17.41,Moderate,17.74,Moderate,0,504,0
2,2000,10,42,139497.87,1487373.54,467.52,2539.84,17.94,Moderate,18.07,Moderate,0,504,0
2,2000,10,43,153893.76,1686707.89,379.88,2539.84,19.31,Optimum,19.48,Optimum,44,460,1
2,2000,10,44,149856.65,1639770.97,356.76,2539.84,20.13,Optimum,20.33,Optimum,45,459,1
2,2000,11,45,150397.17,1685303.85,411.51,2539.84,20.5,Optimum,20.94,Optimum,0,504,0
2,2000,11,46,129725.91,1225667.69,0,2539.84,21.68,Optimum,21.89,Optimum,0,504,0
2,2000,11,47,155501.4,1755790.68,432.99,2539.84,23.19,Moderate,23.33,Moderate,0,504,0
2,2000,11,48,161131.1,1893166.51,637.89,2539.84,24.23,Moderate,24.46,Moderate,0,504,0
2,2000,12,49,160296.61,1869369.73,566.69,2539.84,24.41,Moderate,24.73,Moderate,0,504,0
2,2000,12,50,152289.59,1733577.07,466.35,2539.84,25.61,Moderate,25.86,Moderate,0,504,0
2,2000,12,51,141690.91,1524509.23,472.3,2539.84,26.79,Moderate,27.05,Moderate,0,504,0
2,2000,12,52,139918.95,1494099.66,515.44,2539.84,24.34,Moderate,24.91,Moderate,0,504,0
3,2000,2,8,30836.62,622355.78,839.32,,25.63,Moderate,25.61,Moderate,0,8,0
3,2000,2,9,33844.89,789543.53,921.2,,27.6,Moderate,27.45,Moderate,0,8,0
3,2000,3,10,26620.7,537268.66,724.57,,24.36,Moderate,24.39,Moderate,0,8,0
3,2000,3,11,26442.51,531093.02,719.72,,26.39,Moderate,26.17,Moderate,0,8,0
3,2000,3,12,400.83,8089.77,10.91,,24.53,Moderate,24.47,Moderate,0,8,0
3,2000,3,13,36680.48,859272.89,998.38,,24.01,Moderate,23.78,Moderate,0,8,0
3,2000,4,14,30403.82,611431.42,827.54,,22.36,Optimum,22.22,Optimum,0,8,0
3,2000,4,15,34689.17,816243.61,944.18,,21.28,Optimum,21.16,Optimum,0,8,0
3,2000,4,16,32250.38,648906.48,877.8,,20.12,Optimum,19.85,Optimum,0,8,0
3,2000,4,17,33726.59,793593.71,917.98,,18.51,Moderate,18.24,Moderate,0,8,0
3,2000,5,18,32924.92,774730.32,896.16,,18.53,Moderate,18.25,Moderate,0,8,0
3,2000,5,19,35969.32,665454.52,1079.16,,16.98,Moderate,16.67,Moderate,0,8,0
3,2000,5,20,30119.52,549660.82,904.49,,15.55,Poor,15.29,Poor,0,8,0
3,2000,5,21,27855.78,238405.35,836.51,,13.59,Poor,13.44,Poor,0,8,0
3,2000,5,22,1844.49,15786.15,55.39,,10.65,Poor,10.68,Poor,0,8,0
3,2000,6,23,0,0,0,,9.58,Poor,9.66,Poor,0,8,0
3,2000,6,24,31882.08,580913.82,957.42,,9.83,Poor,9.91,Poor,0,8,0
3,2000,6,25,25511.8,218344.2,766.12,,9.95,Poor,10.1,Poor,0,8,0
3,2000,6,26,28102.87,240520.05,843.93,,9.5,Poor,9.61,Poor,0,8,0
3,2000,7,27,32054.57,584109.88,962.6,,9.75,Poor,9.83,Poor,0,8,0
3,2000,7,28,29608.36,547194.57,889.14,,9.6,Poor,9.63,Poor,0,8,0
3,2000,7,29,33764.2,619532.82,1013.94,,9.36,Poor,9.42,Poor,0,8,0
3,2000,7,30,26984.99,230952.6,810.36,,9.9,Poor,9.92,Poor,0,8,0
3,2000,7,31,32724.58,597928.73,982.72,,10.61,Poor,10.54,Poor,0,8,0
3,2000,8,32,26200.11,224235.15,786.79,,11.63,Poor,11.55,Poor,0,8,0
3,2000,8,33,0,0,0,,10.41,Poor,10.34,Poor,0,8,0
3,2000,8,34,26510.46,226891.35,796.11,,10.97,Poor,10.93,Poor,0,8,0
3,2000,8,35,30683.94,558714.16,921.44,,11.84,Poor,11.8,Poor,0,8,0
3,2000,9,36,30331.63,555932.46,910.86,,13.07,Poor,13.03,Poor,0,8,0
3,2000,9,37,34162.14,624564.62,1025.89,,15.62,Poor,15.37,Poor,0,8,0
3,2000,9,38,33268.02,613776.74,996.42,,19.15,Optimum,18.71,Moderate,0,8,0
3,2000,9,39,38839.32,910039.28,1057.14,,20.41,Optimum,20.11,Optimum,0,8,0
3,2000,10,40,37273.46,869761.54,1014.52,,20.64,Optimum,20.29,Optimum,0,8,0
3,2000,10,41,37714.71,883576.94,1026.53,,19.59,Optimum,19.4,Optimum,0,8,0
3,2000,10,42,36312.71,841792.99,988.37,,19.03,Optimum,18.84,Moderate,0,8,0
3,2000,10,43,31855.78,638753.27,867.06,,20.39,Optimum,20.21,Optimum,0,8,0
3,2000,10,44,36925.16,858558.83,1005.04,,21.53,Optimum,21.26,Optimum,0,8,0
3,2000,11,45,44976.73,1053953.79,1224.19,,20.95,Optimum,20.84,Optimum,0,8,0
3,2000,11,46,0,0,0,,21.56,Optimum,21.55,Optimum,0,8,0
3,2000,11,47,36095.94,844837.32,982.47,,26,Moderate,25.7,Moderate,0,8,0
3,2000,11,48,39833.5,926452.15,1084.2,,26.88,Moderate,26.68,Moderate,0,8,0
3,2000,12,49,34257.47,798029.99,932.43,,26.56,Moderate,26.37,Moderate,0,8,0
3,2000,12,50,42250.99,983336.25,1150,,26.85,Moderate,26.76,Moderate,0,8,0
3,2000,12,51,33452.5,679202.59,910.52,,27.42,Moderate,27.43,Moderate,0,8,0
3,2000,12,52,41885.8,974743.12,1140.06,,25.64,Moderate,25.65,Moderate,0,8,0
4,2000,2,8,97940.89,945923.29,0,1751.19,24.77,Moderate,24.51,Moderate,0,241,0
4,2000,2,9,102153.38,1115236.43,359.93,1751.19,24.69,Moderate,24.6,Moderate,0,241,0
4,2000,3,10,92157.66,1040730.36,350.16,1459.76,22.93,Optimum,22.61,Optimum,0,241,0
4,2000,3,11,86133.8,952001.18,326.69,1459.76,23.17,Moderate,23.03,Moderate,0,241,0
4,2000,3,12,84651.91,929021.9,316.07,1459.76,21.38,Optimum,21.08,Optimum,0,241,0
4,2000,3,13,81758.71,834265.76,325.31,1459.76,20.49,Optimum,20.17,Optimum,0,241,0
4,2000,4,14,100730.18,1094809.87,356.85,1751.19,19.71,Optimum,19.44,Optimum,0,241,0
4,2000,4,15,100024,984483.79,279.34,1751.19,19.15,Optimum,18.97,Moderate,0,241,0
4,2000,4,16,96153.81,962131.07,364.69,1751.19,16.92,Moderate,16.65,Moderate,0,241,0
4,2000,4,17,93714.1,898701.7,340.6,1751.19,16.05,Moderate,15.65,Poor,0,241,0
4,2000,5,18,100075.48,974474.14,292.24,1751.19,15.96,Poor,15.6,Poor,0,241,0
4,2000,5,19,98160.14,936222.11,367.36,1751.19,14.37,Poor,14.04,Poor,0,241,0
4,2000,5,20,97133.82,924365.97,336.54,1751.19,13.23,Poor,12.91,Poor,0,241,0
4,2000,5,21,95423.75,893394.7,316.29,1751.19,12.27,Poor,11.95,Poor,0,241,0
4,2000,5,22,96977.02,912124.81,353.27,1751.19,11.1,Poor,10.79,Poor,0,241,0
4,2000,6,23,89032.5,800914.07,318.01,1751.19,10.86,Poor,10.58,Poor,0,241,0
4,2000,6,24,98152.02,926338.09,398.22,1751.19,10.57,Poor,10.25,Poor,0,241,0
4,2000,6,25,96533.75,911004.27,318.52,1751.19,10.95,Poor,10.72,Poor,0,241,0
4,2000,6,26,87251.8,653375.13,296.27,1751.19,10.11,Poor,9.82,Poor,0,241,0
4,2000,7,27,79564.85,659967.51,539.73,1459.76,10.49,Poor,10.33,Poor,0,241,0
4,2000,7,28,91025.47,896977.18,512.73,1459.76,10.17,Poor,10.02,Poor,0,241,0
4,2000,7,29,102161.81,997745.96,685.27,1459.76,10.37,Poor,10.22,Poor,0,241,0
4,2000,7,30,91261.1,793016.8,650.09,1459.76,10.43,Poor,10.3,Poor,0,241,0
4,2000,7,31,87295.1,732286.87,710.18,1459.76,10.52,Poor,10.26,Poor,0,241,0
4,2000,8,32,93267.99,855604.08,70.71,1751.19,11.54,Poor,11.39,Poor,0,241,0
4,2000,8,33,95182.01,890729.1,0,1751.19,11.47,Poor,11.23,Poor,0,241,0
4,2000,8,34,109291.64,1068089.33,440.38,1751.19,12.35,Poor,12.1,Poor,0,241,0
4,2000,8,35,109429.05,1064573.36,442.3,1751.19,13.35,Poor,13.24,Poor,0,241,0
4,2000,9,36,95750.29,880937.46,362.01,1459.76,14.24,Poor,14.11,Poor,0,241,0
4,2000,9,37,101206.88,1020569.79,485.23,1459.76,15.09,Poor,15.01,Poor,0,241,0
4,2000,9,38,107992.58,1231499.12,640.09,1459.76,16.11,Moderate,16.01,Moderate,0,241,0
4,2000,9,39,102003.35,1265809.22,387.43,1459.76,17.24,Moderate,17.08,Moderate,0,241,0
4,2000,10,40,126963.84,1599483.48,491.76,1751.19,18.21,Moderate,18.14,Moderate,0,241,0
4,2000,10,41,121893.39,1482701.13,476.24,1751.19,18.36,Moderate,18.02,Moderate,0,241,0
4,2000,10,42,110265.82,1281847.77,401.07,1751.19,19.04,Optimum,18.56,Moderate,0,241,0
4,2000,10,43,106590.56,1168604.93,435.69,1751.19,20.03,Optimum,19.57,Optimum,0,241,0
4,2000,10,44,120522.79,1470503.51,461.8,1751.19,21.22,Optimum,20.92,Optimum,0,241,0
4,2000,11,45,102138.49,1080582.67,415.47,1751.19,21.86,Optimum,21.49,Optimum,0,241,0
4,2000,11,46,89610.34,831817.74,18.53,1751.19,22.9,Optimum,22.52,Optimum,0,241,0
4,2000,11,47,110263.3,1266869.89,394.99,1751.19,24.31,Moderate,24.13,Moderate,0,241,0
4,2000,11,48,116885.86,1403704.05,474.05,1751.19,25.2,Moderate,25.07,Moderate,0,241,0
4,2000,12,49,117685.78,1417279.58,402.38,1751.19,25.65,Moderate,25.54,Moderate,0,241,0
4,2000,12,50,118155.49,1433741.41,430.08,1751.19,26.28,Moderate,26.13,Moderate,0,241,0
4,2000,12,51,109996.27,1246750.57,369.69,1751.19,26.99,Moderate,26.82,Moderate,0,241,0
4,2000,12,52,111821.79,1304006.73,437.41,1751.19,25.92,Moderate,25.73,Moderate,0,241,0
5,2000,2,8,6621.44,79902,0,522.08,22.75,Optimum,22.15,Optimum,0,16,0
5,2000,2,9,99148.15,2362505.47,2778.58,522.08,22.92,Optimum,22.72,Optimum,0,16,0
5,2000,3,10,5168.03,96296.81,0,435.09,20.93,Optimum,20.51,Optimum,0,16,0
5,2000,3,11,23883.05,414694.83,545.72,435.09,22.46,Optimum,21.75,Optimum,0,16,0
5,2000,3,12,66970.05,1165051.06,1796.34,435.09,19.05,Optimum,19.55,Optimum,0,16,0
5,2000,3,13,86576.34,1495416.57,2406.71,435.09,18.53,Moderate,18.95,Moderate,0,16,0
5,2000,4,14,61840.25,1063322.97,1625.26,522.08,17.18,Moderate,17.61,Moderate,0,16,0
5,2000,4,15,51293.26,880863.82,1316.81,522.08,16.6,Moderate,16.85,Moderate,0,16,0
5,2000,4,16,70754.33,1149839,1823.58,522.08,14.27,Poor,15.27,Poor,0,16,0
5,2000,4,17,73057.14,531548.84,1902.9,522.08,13.62,Poor,14.37,Poor,0,16,0
5,2000,5,18,56573.86,419113.54,1397.74,522.08,14.77,Poor,14.81,Poor,0,16,0
5,2000,5,19,62456.97,459747.64,1574.41,522.08,12.11,Poor,13.11,Poor,0,16,0
5,2000,5,20,77842.57,566014.54,2036.44,522.08,10.69,Poor,11.84,Poor,0,16,0
5,2000,5,21,59915.18,442191.74,1498.08,522.08,9.94,Poor,11.01,Poor,0,16,0
5,2000,5,22,15250.63,137085.24,171.53,522.08,8.39,Poor,9.47,Poor,0,16,0
5,2000,6,23,51393.33,401398.94,1320.72,522.08,7.89,Poor,8.71,Poor,0,16,0
5,2000,6,24,65803.8,488660.94,1700.12,522.08,7.97,Poor,8.47,Poor,0,16,0
5,2000,6,25,17848.63,151641.94,234.82,522.08,8.47,Poor,8.47,Poor,0,16,0
5,2000,6,26,77700.8,598146.92,2077.35,522.08,7.54,Poor,7.93,Poor,0,16,0
5,2000,7,27,75013.54,546579.37,2022.67,435.09,7.63,Poor,7.87,Poor,0,16,0
5,2000,7,28,70211.56,523636.87,1922.92,435.09,7.09,Poor,7.52,Poor,0,16,0
5,2000,7,29,65472.79,482114.97,1742.39,435.09,7.43,Poor,7.56,Poor,0,16,0
5,2000,7,30,59426.14,438918.67,1554.58,435.09,7.57,Poor,7.58,Poor,0,16,0
5,2000,7,31,76711.41,553474.77,2052.65,435.09,7.88,Poor,7.78,Poor,0,16,0
5,2000,8,32,33955.02,265653.4,714.22,522.08,8.48,Poor,8.17,Poor,0,16,0
5,2000,8,33,29439.2,234463.1,578.61,522.08,8.7,Poor,8.15,Poor,0,16,0
5,2000,8,34,11058.12,117839.3,44.82,522.08,9.42,Poor,8.67,Poor,0,16,0
5,2000,8,35,20390.51,207357.14,313.77,522.08,10.15,Poor,9.2,Poor,0,16,0
5,2000,9,36,8294.43,112725.77,0.27,435.09,10.87,Poor,9.79,Poor,0,16,0
5,2000,9,37,74776.28,549327.87,2003.15,435.09,12.09,Poor,11.14,Poor,0,16,0
5,2000,9,38,88362.41,633947.17,2402.53,435.09,13.71,Poor,13.51,Poor,0,16,0
5,2000,9,39,82452.33,593126.77,2225.05,435.09,14.97,Poor,15.14,Poor,0,16,0
5,2000,10,40,77152.6,561248.94,2015.72,522.08,15.18,Poor,15.2,Poor,0,16,0
5,2000,10,41,71084.34,520884.73,1833.49,522.08,15.71,Poor,15.58,Poor,0,16,0
5,2000,10,42,7861.46,132407.33,0,522.08,16.61,Moderate,15.56,Poor,0,16,0
5,2000,10,43,55369.73,457205.8,1430.95,522.08,17.45,Moderate,16.52,Moderate,0,16,0
5,2000,10,44,46962.14,808064.49,1178.47,522.08,18.22,Moderate,17.13,Moderate,0,16,0
5,2000,11,45,73716.03,1271637.83,1981.89,522.08,18.73,Moderate,17.91,Moderate,0,16,0
5,2000,11,46,13176.5,195938.96,0,522.08,20.2,Optimum,18.37,Moderate,0,16,0
5,2000,11,47,78828.59,1371455.51,2109.51,522.08,21.43,Optimum,20.31,Optimum,0,16,0
5,2000,11,48,63174.58,1088982.71,1665.33,522.08,22.41,Optimum,22.2,Optimum,0,16,0
5,2000,12,49,74305.44,1281850.73,1999.59,522.08,22.62,Optimum,22.37,Optimum,0,16,0
5,2000,12,50,71518.89,1233567.37,1915.91,522.08,23.8,Moderate,23.62,Moderate,0,16,0
5,2000,12,51,77720.14,1341310.37,2110.41,522.08,24.41,Moderate,24.09,Moderate,0,16,0
5,2000,12,52,77276.01,1340026.89,2114.83,522.08,22.04,Optimum,22.04,Optimum,0,16,0
6,2000,2,8,74437.81,1502330.91,2026.07,,25.55,Moderate,25.51,Moderate,0,3,0
6,2000,2,9,194512.21,4576913.71,5294.29,,27.96,Moderate,27.08,Moderate,0,3,0
6,2000,3,10,184211.42,4334533.84,5013.92,,24.68,Moderate,24.36,Moderate,0,3,0
6,2000,3,11,166098.23,3908326.7,4520.91,,26.19,Moderate,25.41,Moderate,0,3,0
6,2000,3,12,52413.65,1057831.32,1426.61,,24.41,Moderate,23.81,Moderate,0,3,0
6,2000,3,13,177692.28,4181136.96,4836.48,,23.98,Moderate,23.13,Moderate,0,3,0
6,2000,4,14,179346.31,4220056.75,4881.5,,22.47,Optimum,21.83,Optimum,0,3,0
6,2000,4,15,173765.87,4088747.85,4729.61,,21.42,Optimum,20.9,Optimum,0,3,0
6,2000,4,16,181807.52,4277969.61,4948.49,,20.09,Optimum,19.37,Optimum,0,3,0
6,2000,4,17,183540.18,4318739.43,4995.65,,18.44,Moderate,17.97,Moderate,0,3,0
6,2000,5,18,172163.64,4051047,4686,,18.09,Moderate,17.77,Moderate,0,3,0
6,2000,5,19,168602.56,3123957.38,5063.14,,16.62,Moderate,16.21,Moderate,0,3,0
6,2000,5,20,165337.16,3063454.36,4965.08,,15.07,Poor,14.82,Poor,0,3,0
6,2000,5,21,165456.05,3065657.05,4968.65,,13.08,Poor,13.24,Poor,0,3,0
6,2000,5,22,0,0,0,,10.14,Poor,10.9,Poor,0,3,0
6,2000,6,23,0,0,0,,9.03,Poor,10.05,Poor,0,3,0
6,2000,6,24,167711.12,3107440.29,5036.37,,9.16,Poor,10.08,Poor,0,3,0
6,2000,6,25,156411.43,2898073.68,4697.04,,9.29,Poor,10.14,Poor,0,3,0
6,2000,6,26,159008.83,2946199.68,4775.04,,8.9,Poor,9.6,Poor,0,3,0
6,2000,7,27,167219.95,3098339.54,5021.62,,9.14,Poor,9.82,Poor,0,3,0
6,2000,7,28,168401.1,3120224.53,5057.09,,9.1,Poor,9.62,Poor,0,3,0
6,2000,7,29,169360.14,3137994.13,5085.89,,8.85,Poor,9.42,Poor,0,3,0
6,2000,7,30,161630.87,2994782.26,4853.78,,9.39,Poor,9.89,Poor,0,3,0
6,2000,7,31,187029.78,3465386.67,5616.51,,9.98,Poor,10.44,Poor,0,3,0
6,2000,8,32,0,0,0,,10.95,Poor,11.4,Poor,0,3,0
6,2000,8,33,0,0,0,,10,Poor,10.71,Poor,0,3,0
6,2000,8,34,135207.66,2505198.93,4060.29,,10.25,Poor,11.28,Poor,0,3,0
6,2000,8,35,181727.42,3367141.76,5457.28,,11.07,Poor,12.09,Poor,0,3,0
6,2000,9,36,171294.87,3173841.83,5143.99,,12.19,Poor,13.1,Poor,0,3,0
6,2000,9,37,187000.81,3464849.88,5615.64,,15,Poor,15.26,Poor,0,3,0
6,2000,9,38,200820.11,4725339.71,5465.98,,18.66,Moderate,18.01,Moderate,0,3,0
6,2000,9,39,202565.99,4766420.75,5513.5,,19.68,Optimum,19,Optimum,0,3,0
6,2000,10,40,202482.59,4764458.34,5511.23,,20.17,Optimum,19.67,Optimum,0,3,0
6,2000,10,41,207191.92,4875269.95,5639.41,,19.17,Optimum,19.09,Optimum,0,3,0
6,2000,10,42,202131.72,4756202.36,5501.68,,18.79,Moderate,19.17,Optimum,0,3,0
6,2000,10,43,160401.7,3774285.97,4365.86,,20.04,Optimum,20.32,Optimum,0,3,0
6,2000,10,44,212508.57,5000371.74,5784.12,,21.32,Optimum,21.53,Optimum,0,3,0
6,2000,11,45,209496.99,4929507.45,5702.15,,20.98,Optimum,21.47,Optimum,0,3,0
6,2000,11,46,0,0,0,,21.3,Optimum,22,Optimum,0,3,0
6,2000,11,47,214409.13,5045092.33,5835.85,,25.47,Moderate,25.27,Moderate,0,3,0
6,2000,11,48,210798.69,4960137.91,5737.58,,26.69,Moderate,26.33,Moderate,0,3,0
6,2000,12,49,215800.47,5077830.94,5873.72,,26.47,Moderate,26.36,Moderate,0,3,0
6,2000,12,50,214235.35,5041003.24,5831.12,,26.86,Moderate,26.82,Moderate,0,3,0
6,2000,12,51,211751.72,4982563.04,5763.52,,27.45,Moderate,27.4,Moderate,0,3,0
6,2000,12,52,218093.79,5131791.81,5936.14,,25.7,Moderate,26.11,Moderate,0,3,0
7,2000,2,8,295855.06,6506464.27,7866.46,193.42,19.87,Optimum,23.9,Moderate,0,82,0
7,2000,2,9,341944.91,7537078.09,9120.5,193.42,20.7,Optimum,24.92,Moderate,0,82,0
7,2000,3,10,317131.73,7000381.13,8476.23,161.19,18.99,Moderate,22.84,Optimum,0,82,0
7,2000,3,11,322137.19,7112302.29,8612.47,161.19,20.26,Optimum,24.43,Moderate,0,82,0
7,2000,3,12,253330.52,5573797.09,6739.67,161.19,18.32,Moderate,22.25,Optimum,0,82,0
7,2000,3,13,340734.25,7527733.96,9118.65,161.19,16.84,Moderate,20.39,Optimum,0,82,0
7,2000,4,14,336433.54,7413844.88,8970.49,193.42,16.02,Moderate,19.4,Optimum,0,82,0
