zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_low_no,aggregation_switch
2,2002,7,28,87476.98,718635.05,0,2116.73,9.9,Poor,10.14,Poor,0,504,0
2,2002,7,29,87672.12,719982.85,5.86,2116.73,9.58,Poor,9.87,Poor,0,504,0
2,2002,7,30,90478.51,765466.45,5.86,2116.73,9.95,Poor,10.2,Poor,0,504,0
2,2002,7,31,90460.6,756331.4,0,2116.73,11.44,Poor,11.65,Poor,0,504,0
2,2002,8,32,18250.91,154020.24,3.88,423.42,11.33,Poor,11.58,Poor,0,504,0
2,2002,8,33,19081.3,162632.58,5.86,423.42,11.24,Poor,11.58,Poor,0,504,0
2,2002,8,34,18678.34,155317.48,17.52,423.42,11.47,Poor,11.75,Poor,0,504,0
2,2002,8,35,18290.06,152635.68,5.86,423.42,12.47,Poor,12.65,Poor,0,504,0
2,2002,9,36,92584.44,779504.1,19.87,2116.73,14.48,Poor,14.75,Poor,0,504,0
2,2002,9,37,93018.16,785581.45,16.06,2116.73,13.53,Poor,13.93,Poor,0,504,0
2,2002,9,38,95887.87,823253.65,17.52,2116.73,15.01,Poor,15.16,Poor,0,504,0
2,2002,9,39,104492.18,980853.08,17.52,2116.73,16.74,Moderate,17.01,Moderate,0,504,0
2,2002,9,40,101733.21,945385.11,17.52,2116.73,16.45,Moderate,16.78,Moderate,0,504,0
2,2002,10,41,20832.77,193184.24,17.52,423.42,17.83,Moderate,18.09,Moderate,0,504,0
2,2002,10,42,20404.39,186456.42,5.86,423.42,18.83,Moderate,19.1,Optimum,0,504,0
2,2002,10,43,21090.77,199798.64,13.66,423.42,19.08,Optimum,19.45,Optimum,0,504,0
2,2002,10,44,23619.73,244339.57,29.04,423.42,20.26,Optimum,20.58,Optimum,0,504,0
2,2002,11,45,22361,225620.52,5.86,423.42,21.26,Optimum,21.63,Optimum,0,504,0
2,2002,11,46,22901.14,231857.74,17.52,423.42,22.79,Optimum,23.15,Moderate,0,504,0
2,2002,11,47,20786.19,193774,0,423.42,24.27,Moderate,24.59,Moderate,0,504,0
2,2002,11,48,21349.95,202404.39,17.69,423.42,25.32,Moderate,25.7,Moderate,0,504,0
2,2002,12,49,20852.21,193297.69,17.52,423.42,24.15,Moderate,24.72,Moderate,0,504,0
2,2002,12,50,21075.44,197542.09,17.52,423.42,23.18,Moderate,23.53,Moderate,0,504,0
2,2002,12,51,21073.88,198944.09,7.87,423.42,26.66,Moderate,26.85,Moderate,0,504,0
2,2002,12,52,20122.95,181670.9,0,423.42,26.31,Moderate,26.76,Moderate,0,504,0
3,2002,12,1,40131.47,937289.87,1092.31,,23.85,Moderate,23.88,Moderate,0,8,0
3,2002,1,2,36401.25,845658.94,990.78,,24.86,Moderate,24.83,Moderate,0,8,0
3,2002,1,3,33973.11,793063.76,924.69,,25.23,Moderate,25.14,Moderate,0,8,0
3,2002,1,4,35981.68,840325.97,979.36,,26.83,Moderate,26.84,Moderate,0,8,0
3,2002,1,5,39231.71,916883.02,1067.82,,27.46,Moderate,27.53,Moderate,0,8,0
3,2002,2,6,32886.71,659821.32,895.12,,24.81,Moderate,24.93,Moderate,0,8,0
3,2002,2,7,40645.09,945548.96,1106.29,,25.33,Moderate,25.21,Moderate,0,8,0
3,2002,2,8,32863.56,659689.75,894.49,,26.05,Moderate,26.03,Moderate,0,8,0
3,2002,2,9,39015.3,909982.74,1061.93,,25.03,Moderate,24.94,Moderate,0,8,0
3,2002,3,10,37376.33,869174.89,1017.32,,24.69,Moderate,24.6,Moderate,0,8,0
3,2002,3,11,37249.95,870251.89,1013.88,,24.51,Moderate,24.46,Moderate,0,8,0
3,2002,3,12,0,0,0,,23.59,Moderate,23.73,Moderate,0,8,0
3,2002,3,13,35470.27,827610.76,965.44,,22.25,Optimum,22.4,Optimum,0,8,0
3,2002,4,14,36892.84,861848.95,1004.16,,21.76,Optimum,21.74,Optimum,0,8,0
3,2002,4,15,32507.18,764900.96,884.79,,22.74,Optimum,22.67,Optimum,0,8,0
3,2002,4,16,37852.12,884421.04,1030.27,,21.62,Optimum,21.61,Optimum,0,8,0
3,2002,4,17,35945.31,839553.49,978.37,,21.07,Optimum,21.01,Optimum,0,8,0
3,2002,4,18,36849.49,859474.71,1002.98,,19.6,Optimum,19.54,Optimum,0,8,0
3,2002,5,19,34400.02,803109.25,936.31,,18.66,Moderate,18.61,Moderate,0,8,0
3,2002,5,20,837.3,16898.79,22.79,,16.46,Moderate,16.47,Moderate,0,8,0
3,2002,5,21,34054.91,630987.39,1022.67,,13.75,Poor,13.75,Poor,0,8,0
3,2002,5,22,34580.06,631278.55,1038.44,,12.96,Poor,12.9,Poor,0,8,0
3,2002,6,23,30531.44,560927.04,916.86,,12.4,Poor,12.4,Poor,0,8,0
3,2002,6,24,30481.82,559632.32,915.37,,12.19,Poor,12.34,Poor,0,8,0
3,2002,6,25,23272.04,199175.1,698.86,,11.49,Poor,11.62,Poor,0,8,0
3,2002,6,26,33998.97,629950.83,1020.99,,10.18,Poor,10.25,Poor,0,8,0
3,2002,7,27,31918.06,585501.5,958.5,,9.36,Poor,9.43,Poor,0,8,0
3,2002,7,28,33181.45,611057.32,996.44,,9.78,Poor,9.89,Poor,0,8,0
3,2002,7,29,29237.4,250030.35,878,,9.92,Poor,9.99,Poor,0,8,0
3,2002,7,30,34218.42,624577.93,1027.58,,10.26,Poor,10.31,Poor,0,8,0
3,2002,7,31,32980.32,597891.71,990.4,,11.51,Poor,11.59,Poor,0,8,0
3,2002,8,32,31978.99,588777.45,960.33,,11.57,Poor,11.65,Poor,0,8,0
3,2002,8,33,35595.03,649593.22,1068.92,,12.2,Poor,12.22,Poor,0,8,0
3,2002,8,34,35996.96,661819.86,1080.99,,12.88,Poor,12.79,Poor,0,8,0
3,2002,8,35,33176.46,606301.42,996.29,,13.29,Poor,13.22,Poor,0,8,0
3,2002,9,36,31491.65,583117.24,945.32,,16.29,Moderate,16.15,Moderate,0,8,0
3,2002,9,37,30734.57,569466.32,922.96,,15.88,Poor,15.72,Poor,0,8,0
3,2002,9,38,28392.25,242996.7,852.62,,16.14,Moderate,16,Moderate,0,8,0
3,2002,9,39,33726.95,789094.36,917.99,,18.5,Moderate,18.3,Moderate,0,8,0
3,2002,9,40,35839.5,839484.48,975.49,,18.76,Moderate,18.51,Moderate,0,8,0
3,2002,10,41,38623.66,899027.79,1051.27,,19.15,Optimum,19,Moderate,0,8,0
3,2002,10,42,37403.15,869805.98,1018.05,,20.58,Optimum,20.37,Optimum,0,8,0
3,2002,10,43,36775.27,864286.3,1000.96,,19.82,Optimum,19.72,Optimum,0,8,0
3,2002,10,44,36534.99,855817.84,994.42,,21.26,Optimum,21.08,Optimum,0,8,0
3,2002,11,45,33980.83,794981.8,924.9,,22.8,Optimum,22.6,Optimum,0,8,0
3,2002,11,46,35098.82,823068.16,955.33,,23.78,Moderate,23.69,Moderate,0,8,0
3,2002,11,47,34783.23,812209.36,946.74,,24.26,Moderate,24.32,Moderate,0,8,0
3,2002,11,48,36056.27,848411.66,981.39,,25.2,Moderate,25.36,Moderate,0,8,0
3,2002,12,49,37091.23,862969.5,1009.56,,23.91,Moderate,24.14,Moderate,0,8,0
3,2002,12,50,36904.59,865589.96,1004.48,,23.4,Moderate,23.68,Moderate,0,8,0
3,2002,12,51,32721.38,658364.8,890.62,,27.77,Moderate,27.57,Moderate,0,8,0
3,2002,12,52,34199.06,804711.18,930.84,,25.41,Moderate,25.54,Moderate,0,8,0
4,2002,12,1,33059.61,533447.01,465.62,292.3,25.81,Moderate,25.61,Moderate,0,241,0
4,2002,1,2,30368.4,476806.53,392.37,292.3,26.21,Moderate,26.03,Moderate,0,241,0
4,2002,1,3,29298.53,452193.25,363.25,292.3,26.11,Moderate,25.99,Moderate,0,241,0
4,2002,1,4,29434.25,451852.45,367.85,292.3,26.8,Moderate,26.6,Moderate,0,241,0
4,2002,1,5,29249.44,445242.7,362.82,292.3,26.71,Moderate,26.46,Moderate,0,241,0
4,2002,2,6,91756.34,1031022.88,333.59,1459.76,24.86,Moderate,24.5,Moderate,0,241,0
4,2002,2,7,86327.05,954682.28,331.95,1459.76,25.21,Moderate,24.78,Moderate,0,241,0
4,2002,2,8,92487.22,1050996.81,359.13,1459.76,24.9,Moderate,24.58,Moderate,0,241,0
4,2002,2,9,93033.42,1059970.94,368.35,1459.76,23.87,Moderate,23.58,Moderate,0,241,0
4,2002,3,10,107735.8,1188092.33,336.54,1751.19,23.64,Moderate,23.37,Moderate,0,241,0
4,2002,3,11,106291.55,1153170.76,297.23,1751.19,22.83,Optimum,22.49,Optimum,0,241,0
4,2002,3,12,95924.26,920308.57,15.05,1751.19,22.27,Optimum,21.9,Optimum,0,241,0
4,2002,3,13,106191.87,1153712.97,301.3,1751.19,20.84,Optimum,20.49,Optimum,0,241,0
4,2002,4,14,106602.99,1162230.36,312.49,1751.19,19.76,Optimum,19.43,Optimum,0,241,0
4,2002,4,15,104393.82,1052497.94,252.36,1751.19,19.96,Optimum,19.55,Optimum,0,241,0
4,2002,4,16,107420.1,1181206.92,334.73,1751.19,18.35,Moderate,17.96,Moderate,0,241,0
4,2002,4,17,98645.06,1043172.57,318.53,1751.19,17.62,Moderate,17.46,Moderate,0,241,0
4,2002,4,18,103748.56,1048296.98,378.61,1751.19,16.51,Moderate,16.26,Moderate,0,241,0
4,2002,5,19,81105.42,787978.06,310.74,1459.76,15.98,Poor,15.8,Poor,0,241,0
4,2002,5,20,78524.81,677416.97,323.29,1459.76,14.26,Poor,14.04,Poor,0,241,0
4,2002,5,21,78214.47,590261.23,380.4,1459.76,12.64,Poor,12.31,Poor,0,241,0
4,2002,5,22,79928.19,677589.37,463.03,1459.76,11.69,Poor,11.28,Poor,0,241,0
4,2002,6,23,78034.96,646923.73,308.58,1459.76,11.92,Poor,11.54,Poor,0,241,0
4,2002,6,24,78667.12,675526.85,358.73,1459.76,12.28,Poor,12.14,Poor,0,241,0
4,2002,6,25,70918.21,530651.63,192.46,1459.76,11.09,Poor,10.93,Poor,0,241,0
4,2002,6,26,92037.73,745526.21,760.25,1459.76,10.27,Poor,10.09,Poor,0,241,0
4,2002,7,27,88545.56,657574.05,721.81,1459.76,9.97,Poor,9.71,Poor,0,241,0
4,2002,7,28,94977.45,697966.78,914.96,1459.76,10.59,Poor,10.44,Poor,0,241,0
4,2002,7,29,83807.97,619878.03,579.54,1459.76,10.51,Poor,10.42,Poor,0,241,0
4,2002,7,30,97211.55,713397.48,982.05,1459.76,10.58,Poor,10.43,Poor,0,241,0
4,2002,7,31,103285.48,760717.75,1164.45,1459.76,12.07,Poor,12.05,Poor,0,241,0
4,2002,8,32,44378.35,328779.05,931.44,292.3,11.71,Poor,11.64,Poor,0,241,0
4,2002,8,33,47236.51,340842.42,1030.57,292.3,11.53,Poor,11.37,Poor,0,241,0
4,2002,8,34,39539.88,281856.1,799.44,292.3,11.62,Poor,11.29,Poor,0,241,0
4,2002,8,35,36562.97,263549.5,703.81,292.3,12.73,Poor,12.47,Poor,0,241,0
4,2002,9,36,74986.03,572141.04,283.45,1459.76,14.91,Poor,14.84,Poor,0,241,0
4,2002,9,37,75994.35,572486.23,313.73,1459.76,14.01,Poor,13.86,Poor,0,241,0
4,2002,9,38,74705.25,569786.08,261.36,1459.76,15.46,Poor,15.3,Poor,0,241,0
4,2002,9,39,76473.44,682564.75,177.16,1459.76,17.06,Moderate,16.95,Moderate,0,241,0
4,2002,9,40,74938.61,702697.91,69.18,1459.76,16.8,Moderate,16.58,Moderate,0,241,0
4,2002,10,41,15771.01,155765.55,25.21,292.3,18.04,Moderate,17.88,Moderate,0,241,0
4,2002,10,42,15453.58,149358.99,16.57,292.3,19.11,Optimum,18.94,Moderate,0,241,0
4,2002,10,43,14434.07,122651.41,3.36,292.3,19.1,Optimum,18.83,Moderate,0,241,0
4,2002,10,44,14269.56,119592.8,0,292.3,20.49,Optimum,20.24,Optimum,0,241,0
4,2002,11,45,14092.28,117136.18,0,292.3,21.47,Optimum,21.26,Optimum,0,241,0
4,2002,11,46,14269.56,119592.8,0,292.3,22.98,Optimum,22.76,Optimum,0,241,0
4,2002,11,47,14310.62,120159.97,0,292.3,24.46,Moderate,24.29,Moderate,0,241,0
4,2002,11,48,14989.27,140249.74,5.05,292.3,25.1,Moderate,24.87,Moderate,0,241,0
4,2002,12,49,14269.56,119592.8,0,292.3,24.02,Moderate,23.64,Moderate,0,241,0
4,2002,12,50,13870.82,114622.97,0,292.3,23.06,Moderate,22.56,Optimum,0,241,0
4,2002,12,51,14081.68,115217.12,0,292.3,27.39,Moderate,27.3,Moderate,0,241,0
4,2002,12,52,14269.56,119592.8,0,292.3,26.43,Moderate,26.19,Moderate,0,241,0
5,2002,12,1,74256.23,1282125.95,2203.52,87.03,21.45,Optimum,21.02,Optimum,0,16,0
5,2002,1,2,63911.25,1102875.13,1892.86,87.03,22.66,Optimum,22.19,Optimum,0,16,0
5,2002,1,3,54018.48,931459.97,1595.78,87.03,21.55,Optimum,21.48,Optimum,0,16,0
5,2002,1,4,62917.58,1085657.45,1863.02,87.03,24.4,Moderate,23.43,Moderate,0,16,0
5,2002,1,5,58543.62,1009868.5,1731.67,87.03,24.87,Moderate,23.95,Moderate,0,16,0
5,2002,2,6,47714.51,835353.55,1248.3,435.09,22.28,Optimum,21.63,Optimum,0,16,0
5,2002,2,7,72740.19,1255673.07,1991.21,435.09,21.68,Optimum,21.23,Optimum,0,16,0
5,2002,2,8,67661.28,1167669.03,1838.69,435.09,21.81,Optimum,21.99,Optimum,0,16,0
5,2002,2,9,53970.65,930447.02,1427.56,435.09,20.98,Optimum,21.14,Optimum,0,16,0
5,2002,3,10,62400.15,1075855.75,1650.35,522.08,20.64,Optimum,20.79,Optimum,0,16,0
5,2002,3,11,57470.27,996157.42,1557.58,522.08,19.97,Optimum,20.21,Optimum,0,16,0
5,2002,3,12,4310.8,90861.55,7.05,522.08,21.07,Optimum,20.67,Optimum,0,16,0
5,2002,3,13,39622.28,681176.21,966.33,522.08,19.05,Optimum,19.12,Optimum,0,16,0
5,2002,4,14,53921.3,926400.66,1395.73,522.08,17.27,Moderate,17.81,Moderate,0,16,0
5,2002,4,15,55583.72,964157.55,1463.41,522.08,17.97,Moderate,18.13,Moderate,0,16,0
5,2002,4,16,49659.65,858969.9,1285.51,522.08,17.56,Moderate,17.52,Moderate,0,16,0
5,2002,4,17,54069.82,928974.08,1400.19,522.08,16.61,Moderate,16.88,Moderate,0,16,0
5,2002,4,18,58725.35,962154.94,1529.22,522.08,14.59,Poor,15.2,Poor,0,16,0
5,2002,5,19,54932.61,401002.16,1454.36,435.09,13.68,Poor,14.29,Poor,0,16,0
5,2002,5,20,36519.24,274693.52,854.15,435.09,12.06,Poor,12.88,Poor,0,16,0
5,2002,5,21,12858.99,112452.07,135.16,435.09,10.24,Poor,11.07,Poor,0,16,0
5,2002,5,22,62984.81,458666.47,1640.44,435.09,9.51,Poor,10.28,Poor,0,16,0
5,2002,6,23,51941.2,382389.27,1308.8,435.09,9.67,Poor,10.12,Poor,0,16,0
5,2002,6,24,58102.03,424941.57,1493.81,435.09,9.86,Poor,9.87,Poor,0,16,0
5,2002,6,25,56216.92,411921.27,1437.2,435.09,8.38,Poor,8.88,Poor,0,16,0
5,2002,6,26,53811.97,410366.47,1430.44,435.09,7.49,Poor,8.2,Poor,0,16,0
5,2002,7,27,26762.33,237093.67,677.08,435.09,7.06,Poor,7.65,Poor,0,16,0
5,2002,7,28,73551.55,546705.87,2023.22,435.09,7.26,Poor,7.64,Poor,0,16,0
5,2002,7,29,48835.83,373550.37,1270.37,435.09,7.35,Poor,7.55,Poor,0,16,0
5,2002,7,30,70637.92,516357.37,1891.27,435.09,7.62,Poor,7.59,Poor,0,16,0
5,2002,7,31,63023.44,458933.27,1641.6,435.09,8.53,Poor,8.18,Poor,0,16,0
5,2002,8,32,61587.47,430107.29,1799.27,87.03,8.92,Poor,8.6,Poor,0,16,0
5,2002,8,33,67766.29,472783.79,1984.82,87.03,8.65,Poor,8.5,Poor,0,16,0
5,2002,8,34,61128.26,426935.59,1785.48,87.03,8.9,Poor,8.86,Poor,0,16,0
5,2002,8,35,60853.21,425035.79,1777.22,87.03,9.58,Poor,9.38,Poor,0,16,0
5,2002,9,36,60617.85,442318.07,1569.36,435.09,11.88,Poor,11.43,Poor,0,16,0
5,2002,9,37,64447.68,468770.37,1684.37,435.09,10.87,Poor,11,Poor,0,16,0
5,2002,9,38,61838.63,450749.87,1606.02,435.09,12.36,Poor,11.7,Poor,0,16,0
5,2002,9,39,49125.35,362940.47,1224.24,435.09,14.52,Poor,13.98,Poor,0,16,0
5,2002,9,40,48574.46,358453.49,1244.71,435.09,13.68,Poor,13.74,Poor,0,16,0
5,2002,10,41,43099.11,301954.3,1257.7,87.03,15.35,Poor,14.96,Poor,0,16,0
5,2002,10,42,44536.16,771321.96,1309.7,87.03,16.71,Moderate,16.15,Moderate,0,16,0
5,2002,10,43,36026.14,617533.56,1049,87.03,16.53,Moderate,16.37,Moderate,0,16,0
5,2002,10,44,53478.71,922165.35,1579.17,87.03,17.27,Moderate,17.12,Moderate,0,16,0
5,2002,11,45,50832.67,876258.38,1500.11,87.03,19.08,Optimum,18.82,Moderate,0,16,0
5,2002,11,46,48864.31,842151.91,1441,87.03,21.51,Optimum,20.91,Optimum,0,16,0
5,2002,11,47,32238.95,554078.89,941.74,87.03,22.21,Optimum,21.55,Optimum,0,16,0
5,2002,11,48,30564.3,525061.56,891.45,87.03,23.93,Moderate,22.68,Optimum,0,16,0
5,2002,12,49,34446.41,592328.22,1008.03,87.03,20.73,Optimum,20.46,Optimum,0,16,0
5,2002,12,50,36995.26,636050.91,1081.36,87.03,19.14,Optimum,19.35,Optimum,0,16,0
5,2002,12,51,24670.2,422932.56,714.45,87.03,24.58,Moderate,23.7,Moderate,0,16,0
5,2002,12,52,33540.32,576628.05,980.82,87.03,23.57,Moderate,22.95,Optimum,0,16,0
6,2002,12,1,60813.89,1227367.88,1655.25,,23.86,Moderate,24.88,Moderate,0,3,0
6,2002,1,2,46782.88,944189.03,1273.35,,24.63,Moderate,25.46,Moderate,0,3,0
6,2002,1,3,20050.12,404658.8,545.73,,25.06,Moderate,25.74,Moderate,0,3,0
6,2002,1,4,8353.94,168602.27,227.38,,26.38,Moderate,26.78,Moderate,0,3,0
6,2002,1,5,0,0,0,,27.04,Moderate,27.19,Moderate,0,3,0
6,2002,2,6,0,0,0,,24.53,Moderate,25.01,Moderate,0,3,0
6,2002,2,7,0,0,0,,24.94,Moderate,25.35,Moderate,0,3,0
6,2002,2,8,0,0,0,,25.84,Moderate,25.8,Moderate,0,3,0
6,2002,2,9,38439.96,775809.21,1046.27,,24.92,Moderate,24.84,Moderate,0,3,0
6,2002,3,10,86050.59,1736704.23,2342.15,,24.67,Moderate,24.63,Moderate,0,3,0
6,2002,3,11,73519.31,1483793.41,2001.07,,24.46,Moderate,24.24,Moderate,0,3,0
6,2002,3,12,15040.25,303547.86,409.37,,23.54,Moderate,23.38,Moderate,0,3,0
6,2002,3,13,41770.81,843033.6,1136.93,,22.08,Optimum,21.94,Optimum,0,3,0
6,2002,4,14,44277.21,893618.73,1205.15,,21.45,Optimum,21.22,Optimum,0,3,0
6,2002,4,15,30910.46,623846.2,841.33,,22.53,Optimum,22.01,Optimum,0,3,0
6,2002,4,16,33415.76,674409.08,909.52,,21.3,Optimum,20.66,Optimum,0,3,0
6,2002,4,17,28403.69,573253.65,773.1,,20.59,Optimum,19.85,Optimum,0,3,0
6,2002,4,18,16707.52,337197.13,454.75,,19.45,Optimum,18.74,Moderate,0,3,0
6,2002,5,19,16707.52,337197.13,454.75,,18.51,Moderate,17.87,Moderate,0,3,0
6,2002,5,20,0,0,0,,16.43,Moderate,15.99,Poor,0,3,0
6,2002,5,21,9843.15,84243.15,295.59,,13.57,Poor,13.56,Poor,0,3,0
6,2002,5,22,12871.78,110163.9,386.54,,12.59,Poor,12.62,Poor,0,3,0
6,2002,6,23,7571.42,64800.45,227.37,,11.85,Poor,12.16,Poor,0,3,0
6,2002,6,24,6814.51,58322.4,204.64,,11.51,Poor,12.02,Poor,0,3,0
6,2002,6,25,3785.88,32401.65,113.69,,10.93,Poor,11.27,Poor,0,3,0
6,2002,6,26,5302.69,45383.4,159.24,,9.67,Poor,10.07,Poor,0,3,0
6,2002,7,27,13630.02,116653.35,409.31,,8.71,Poor,9.34,Poor,0,3,0
6,2002,7,28,0,0,0,,9.07,Poor,9.76,Poor,0,3,0
6,2002,7,29,0,0,0,,9.39,Poor,9.92,Poor,0,3,0
6,2002,7,30,0,0,0,,9.55,Poor,10.08,Poor,0,3,0
6,2002,7,31,12114.54,103683,363.8,,11.07,Poor,11.57,Poor,0,3,0
6,2002,8,32,0,0,0,,11.15,Poor,11.51,Poor,0,3,0
6,2002,8,33,0,0,0,,11.85,Poor,11.98,Poor,0,3,0
6,2002,8,34,0,0,0,,12.48,Poor,12.43,Poor,0,3,0
6,2002,8,35,0,0,0,,13,Poor,13.06,Poor,0,3,0
6,2002,9,36,3028.97,25923.6,90.96,,15.48,Poor,15.46,Poor,0,3,0
6,2002,9,37,0,0,0,,15.44,Poor,15.14,Poor,0,3,0
6,2002,9,38,0,0,0,,15.85,Poor,15.8,Poor,0,3,0
6,2002,9,39,0,0,0,,18.1,Moderate,17.88,Moderate,0,3,0
6,2002,9,40,0,0,0,,18.51,Moderate,17.99,Moderate,0,3,0
6,2002,10,41,0,0,0,,18.86,Moderate,18.6,Moderate,0,3,0
6,2002,10,42,0,0,0,,20.21,Optimum,19.82,Optimum,0,3,0
6,2002,10,43,0,0,0,,19.77,Optimum,19.55,Optimum,0,3,0
6,2002,10,44,0,0,0,,21.2,Optimum,20.71,Optimum,0,3,0
6,2002,11,45,0,0,0,,22.7,Optimum,22.14,Optimum,0,3,0
6,2002,11,46,0,0,0,,23.63,Moderate,23.44,Moderate,0,3,0
6,2002,11,47,0,0,0,,24.5,Moderate,24.61,Moderate,0,3,0
6,2002,11,48,0,0,0,,25.14,Moderate,25.51,Moderate,0,3,0
6,2002,12,49,0,0,0,,24.08,Moderate,24.3,Moderate,0,3,0
6,2002,12,50,0,0,0,,23.43,Moderate,23.11,Moderate,0,3,0
6,2002,12,51,0,0,0,,27.83,Moderate,27.37,Moderate,0,3,0
6,2002,12,52,0,0,0,,25.38,Moderate,25.99,Moderate,0,3,0
7,2002,12,1,1160.71,7783.7,0.47,32.25,18.64,Moderate,22.54,Optimum,0,82,0
7,2002,1,2,1143.44,7435.19,0,32.25,19.46,Optimum,23.51,Moderate,0,82,0
7,2002,1,3,1143.44,7435.19,0,32.25,19.53,Optimum,23.59,Moderate,0,82,0
7,2002,1,4,15460.92,106320.69,431.28,32.25,22.44,Optimum,26.99,Moderate,0,82,0
7,2002,1,5,1074.33,6726.99,0,32.25,23.03,Moderate,27.71,Moderate,0,82,0
7,2002,2,6,5966.34,42230.04,6.84,161.19,19.9,Optimum,23.97,Moderate,0,82,0
7,2002,2,7,6013.74,43186.58,8.13,161.19,18.94,Moderate,22.81,Optimum,0,82,0
7,2002,2,8,38242.8,548005.13,885.35,161.19,19.27,Optimum,23.2,Moderate,0,82,0
7,2002,2,9,8436.49,68074.62,22.69,161.19,16.84,Moderate,20.03,Optimum,0,82,0
7,2002,3,10,6857.74,44587.34,0,193.42,17.82,Moderate,21.44,Optimum,0,82,0
7,2002,3,11,6857.74,44587.34,0,193.42,18.13,Moderate,21.89,Optimum,0,82,0
7,2002,3,12,6857.74,44587.34,0,193.42,18.87,Moderate,22.71,Optimum,0,82,0
7,2002,3,13,6857.74,44587.34,0,193.42,17.65,Moderate,21.32,Optimum,0,82,0
7,2002,4,14,6857.74,44587.34,0,193.42,16.06,Moderate,19.38,Optimum,0,82,0
7,2002,4,15,6857.74,44587.34,0,193.42,16.96,Moderate,20.4,Optimum,0,82,0
7,2002,4,16,6873.17,44898.77,0.42,193.42,16.44,Moderate,19.93,Optimum,0,82,0
7,2002,4,17,6857.74,44587.34,0,193.42,15.49,Poor,18.78,Moderate,0,82,0
7,2002,4,18,8737.01,86248.18,74.17,193.42,13.94,Poor,16.85,Moderate,0,82,0
7,2002,5,19,4799.69,32016.23,0,161.19,12.88,Poor,15.57,Poor,0,82,0
7,2002,5,20,4888.26,36953.3,22.74,161.19,11.08,Poor,13.43,Poor,0,82,0
7,2002,5,21,9116.46,61812.2,136.26,161.19,9.35,Poor,11.33,Poor,0,82,0
7,2002,5,22,4579,30472.4,0,161.19,8.69,Poor,10.56,Poor,0,82,0
7,2002,6,23,7603.97,51365.6,90.84,161.19,8.67,Poor,10.54,Poor,0,82,0
7,2002,6,24,4888.13,36950.45,22.73,161.19,9.54,Poor,11.59,Poor,0,82,0
7,2002,6,25,4957.62,36310.9,11.37,161.19,8.38,Poor,10.21,Poor,0,82,0
7,2002,6,26,4087.88,30472.4,0,161.19,6.56,Poor,8.02,Poor,0,82,0
7,2002,7,27,3373.17,30472.4,0,161.19,5.77,Poor,7.01,Poor,0,82,0
7,2002,7,28,11646.65,82680.1,226.99,161.19,6.92,Poor,8.39,Poor,0,82,0
7,2002,7,29,4087.88,30472.4,0,161.19,6.53,Poor,7.94,Poor,0,82,0
7,2002,7,30,4087.88,30472.4,0,161.19,6.96,Poor,8.48,Poor,0,82,0
7,2002,7,31,5533.05,48149.45,28.65,161.19,8.69,Poor,10.55,Poor,0,82,0
7,2002,8,32,916.21,6097.46,0,32.25,8.68,Poor,10.56,Poor,0,82,0
7,2002,8,33,916.21,6097.46,0,32.25,8.45,Poor,10.28,Poor,0,82,0
7,2002,8,34,916.21,6097.46,0,32.25,8.13,Poor,9.94,Poor,0,82,0
7,2002,8,35,916.21,6097.46,0,32.25,9.01,Poor,10.96,Poor,0,82,0
7,2002,9,36,4579,30472.4,0,161.19,11.41,Poor,13.87,Poor,0,82,0
7,2002,9,37,4579,30472.4,0,161.19,9.89,Poor,12.09,Poor,0,82,0
7,2002,9,38,7422.55,58425.35,0,161.19,11.26,Poor,13.49,Poor,0,82,0
7,2002,9,39,4799.69,32016.23,0,161.19,13.24,Poor,16.06,Moderate,0,82,0
7,2002,9,40,4715.85,31805.03,0,161.19,12.29,Poor,14.93,Poor,0,82,0
7,2002,10,41,985.32,6805.66,0,32.25,13.83,Poor,16.78,Moderate,0,82,0
7,2002,10,42,1143.44,7435.19,0,32.25,14.68,Poor,17.78,Moderate,0,82,0
7,2002,10,43,1002.48,7080.11,0,32.25,14.49,Poor,17.57,Moderate,0,82,0
7,2002,10,44,1143.44,7435.19,0,32.25,15.45,Poor,18.72,Moderate,0,82,0
7,2002,11,45,1143.44,7435.19,0,32.25,16.52,Moderate,20,Optimum,0,82,0
7,2002,11,46,1143.44,7435.19,0,32.25,18.82,Moderate,22.75,Optimum,0,82,0
7,2002,11,47,1143.44,7435.19,0,32.25,20.34,Optimum,24.56,Moderate,0,82,0
7,2002,11,48,1099.3,7126.29,0,32.25,21.79,Optimum,26.31,Moderate,0,82,0
7,2002,12,49,1143.44,7435.19,0,32.25,19.52,Optimum,23.61,Moderate,0,82,0
7,2002,12,50,1143.44,7435.19,0,32.25,17.19,Moderate,20.79,Optimum,0,82,0
7,2002,12,51,1116.06,7168.53,0,32.25,21.89,Optimum,26.36,Moderate,0,82,0
7,2002,12,52,1074.33,6726.99,0,32.25,22.61,Optimum,27.31,Moderate,0,82,0
8,2002,12,1,10141.65,120632.75,48.99,148.43,25.74,Moderate,26.18,Moderate,0,195,0
8,2002,1,2,10141.65,120632.75,48.99,148.43,26.25,Moderate,26.57,Moderate,0,195,0
