ddate,adult_carp_number
2001-02-01,28215.3534
2001-03-01,28364.881
2001-04-01,27186.6944
2001-05-01,26142.4648
2001-06-01,21454.3664
2001-07-01,20310.7188
2001-08-01,27755.7368
2001-09-01,27157.6588
2001-10-01,26799.2958
2001-11-01,27658.7462
2001-12-01,26525.2094
2002-01-01,6019.1304
2002-02-01,26834.8304
2002-03-01,33409.8296
2002-04-01,32249.4952
2002-05-01,25094.1156
2002-06-01,20089.1728
2002-07-01,20101.1784
2002-08-01,5613.2372
2002-09-01,26213.37
2002-10-01,5569.2672
2002-11-01,5561.1224
2002-12-01,5559.1342
2003-01-01,5316.0616
2003-02-01,27846.588
2003-03-01,21860.8114
2003-04-01,21464.5146
2003-05-01,3921.7964
2003-06-01,20128.4968
2003-07-01,20218.5892
2003-08-01,26229.6924
2003-09-01,21741.408
2003-10-01,22044.6012
2003-11-01,20893.2384
2003-12-01,20572.1468
2004-01-01,19734.77
2004-02-01,22515.2924
2004-03-01,21640.8546
2004-04-01,5115.6034
2004-05-01,4254.776
2004-06-01,20788.5344
2004-07-01,20346.4668
2004-08-01,21896.1172
2004-09-01,21472.642
2004-10-01,21591.366
2004-11-01,21964.1782
2004-12-01,30072.4904
2005-01-01,25585.6374
2005-02-01,21419.9604
2005-03-01,20205.394
2005-04-01,4331.0478
2005-05-01,3988.4916
2005-06-01,19906.8994
2005-07-01,21037.048
2005-08-01,26405.5652
2005-09-01,31222.9512
2005-10-01,31536.9
2005-11-01,34167.9072
2005-12-01,22159.782
2006-01-01,27626.0256
2006-02-01,27599.6832
2006-03-01,23199.0158
2006-04-01,4787.9564
2006-05-01,4104.8124
2006-06-01,4103.6348
2006-07-01,18341.8392
2006-08-01,21311.8464
2006-09-01,20429.207
2006-10-01,4436.4152
2006-11-01,4206.9444
2006-12-01,4088.4786
2007-01-01,20414.9804
2007-02-01,21033.62
2007-03-01,19822.1172
2007-04-01,20097.301
2007-05-01,19583.95
2007-06-01,20089.6204
2007-07-01,20051.4412
2007-08-01,20911.1824
2007-09-01,4247.8928
2007-10-01,4126.6728
2007-11-01,20382.0944
2007-12-01,30435.0126
2008-01-01,25174.0354
2008-02-01,26047.7496
2008-03-01,21289.3062
2008-04-01,20207.6926
2008-05-01,3781.66
2008-06-01,19696.4246
2008-07-01,19819.2224
2008-08-01,21577.5964
2008-09-01,21749.6852
2008-10-01,22050.7134
2008-11-01,25839.8732
2008-12-01,25958.9564
2009-01-01,20665.8862
2009-02-01,20314.0876
2009-03-01,20180.5606
2009-04-01,19425.1354
2009-05-01,19080.9632
2009-06-01,19482.592
2009-07-01,19674.5652
2009-08-01,20573.4752
2009-09-01,20499.3906
2009-10-01,20693.4848
2009-11-01,19248.9156
2009-12-01,18819.9986
2010-01-01,21419.5492
2010-02-01,53519.7972
2010-03-01,27498.914
2010-04-01,25617.3032
2010-05-01,24361.013
2010-06-01,20001.8222
2010-07-01,24319.68
2010-08-01,59947.1444
2010-09-01,58802.6556
2010-10-01,31940.3394
2010-11-01,27323.9366
2010-12-01,119890.4574
2011-01-01,62044.246
2011-02-01,29561.7026
2011-03-01,26987.3088
2011-04-01,26968.878
2011-05-01,24368.7484
2011-06-01,20272.7284
2011-07-01,20272.7284
2011-08-01,22962.2768
2011-09-01,26865.9584
2011-10-01,27705.3588
2011-11-01,32811.0936
2011-12-01,32890.1358
2012-01-01,32445.6464
2012-02-01,31891.5184
2012-03-01,114909.651
2012-04-01,57094.8824
2012-05-01,26260.4206
2012-06-01,25687.7776
2012-07-01,25813.4824
2012-08-01,45205.7968
2012-09-01,29432.5112
2012-10-01,30865.976
2012-11-01,28196.8948
2012-12-01,26968.924
2013-01-01,26248.6778
2013-02-01,26732.8876
2013-03-01,21525.2548
2013-04-01,26372.88
2013-05-01,25238.122
2013-06-01,25420.1592
2013-07-01,23897.707
2013-08-01,25171.1078
2013-09-01,26372.7616
2013-10-01,27278.7076
2013-11-01,26512.1952
2013-12-01,6027.4814
