ddate,adult_carp_number
2002-10-01,13141.4614
2002-11-01,9652.103
2002-12-01,7801.2824
2003-01-01,9777.4204
2003-02-01,41767.8826
2003-03-01,39505.0426
2003-04-01,39013.5478
2003-05-01,7380.2592
2003-06-01,37687.9506
2003-07-01,39259.4222
2003-08-01,62508.2768
2003-09-01,44761.131
2003-10-01,42046.3876
2003-11-01,36628.5062
2003-12-01,30352.8602
2004-01-01,39349.4338
2004-02-01,39685.317
2004-03-01,39119.8112
2004-04-01,7667.5708
2004-05-01,7500.2368
2004-06-01,37155.6484
2004-07-01,36745.5598
2004-08-01,35774.7164
2004-09-01,36000.1916
2004-10-01,37937.339
2004-11-01,35607.9248
2004-12-01,45484.996
2005-01-01,45454.1272
2005-02-01,37915.4866
2005-03-01,37907.3694
2005-04-01,9222.2078
2005-05-01,6670.8564
2005-06-01,36710.8968
2005-07-01,39559.4586
2005-08-01,55364.9284
2005-09-01,51330.3836
2005-10-01,55132.7352
2005-11-01,55786.0782
2005-12-01,45533.9128
2006-01-01,42071.8152
2006-02-01,41817.6904
2006-03-01,40314.1364
2006-04-01,8228.3796
2006-05-01,7300.2882
2006-06-01,7183.5726
2006-07-01,38825.9584
2006-08-01,37812.0424
2006-09-01,35053.1342
2006-10-01,7997.7564
2006-11-01,8016.402
2006-12-01,7820.131
2007-01-01,38336.639
2007-02-01,39734.4722
2007-03-01,37650.4584
2007-04-01,37722.2948
2007-05-01,36122.2794
2007-06-01,35456.4104
2007-07-01,36641.164
2007-08-01,39174.5336
2007-09-01,8294.6828
2007-10-01,7457.4778
2007-11-01,37583.7374
2007-12-01,54029.4768
2008-01-01,50972.4302
2008-02-01,53896.293
2008-03-01,39942.8386
2008-04-01,37800.2562
2008-05-01,7708.6936
2008-06-01,35703.5356
2008-07-01,35172.6598
2008-08-01,36092.6858
2008-09-01,36288.6196
2008-10-01,34682.8444
2008-11-01,41196.1774
2008-12-01,44677.6622
2009-01-01,40265.958
2009-02-01,37237.8096
2009-03-01,37271.5848
2009-04-01,37541.5298
2009-05-01,35172.6598
2009-06-01,35195.9726
2009-07-01,35172.6598
2009-08-01,32436.9614
2009-09-01,25861.1978
2009-10-01,29700.0908
2009-11-01,32804.7972
2009-12-01,28099.4226
2010-01-01,21355.5282
2010-02-01,47106.156
2010-03-01,91049.9596
2010-04-01,62573.579
2010-05-01,51958.9644
2010-06-01,35980.401
2010-07-01,45931.4928
2010-08-01,67592.6996
2010-09-01,67558.3904
2010-10-01,114151.8508
2010-11-01,140780.3598
2010-12-01,106122.1848
2011-01-01,109851.4202
2011-02-01,115059.1948
2011-03-01,94046.9198
2011-04-01,115396.0594
2011-05-01,77208.3174
2011-06-01,41014.4422
2011-07-01,41212.6412
2011-08-01,95909.405
2011-09-01,85676.1508
2011-10-01,83131.7236
2011-11-01,79951.2538
2011-12-01,70885.8842
2012-01-01,69121.1324
2012-02-01,62303.9448
2012-03-01,190952.678
2012-04-01,151353.0352
2012-05-01,76584.2932
2012-06-01,51290.0524
2012-07-01,51266.6036
2012-08-01,165480.495
2012-09-01,152507.9556
2012-10-01,107509.255
2012-11-01,87187.1278
2012-12-01,81067.819
2013-01-01,77883.355
2013-02-01,70557.957
2013-03-01,65857.2146
2013-04-01,61475.6158
2013-05-01,49058.0604
2013-06-01,43376.5224
2013-07-01,54553.2404
2013-08-01,64356.7498
2013-09-01,58367.3956
2013-10-01,53945.3682
2013-11-01,58128.3696
2013-12-01,21474.2524
